"X265.35","X3.3","X0","X3","X0.1","X19.4","X20","X345","X6.67","X.2.4","X45","X1","X285","X0.2","X0.3","X1.1","X195","X1.2","X25","X0.4","X0.5","X2","X10","X0.6","X0.7","X0.8","X0.9","y"
0.249863241504562,0.458823529411765,0,0.166666666666667,0,0.0305986696230599,0.290322580645161,0.271409749670619,0.276479750778816,0.797636632200886,0.13713405238829,0.25,0.619235836627141,0.5,0.954198473282443,0.333333333333333,0.897435897435897,0.333333333333333,0.416666666666667,0,0,0.666666666666667,0.174,0,0,0,0,0.31
0.320736964180215,0.0588235294117647,0.75,0.833333333333333,0.0833333333333333,0.543237250554324,0.193548387096774,0.467720685111989,0.372274143302181,0.765140324963072,0.152542372881356,0,0,0,0,0,0,0.333333333333333,0.133333333333333,0.666666666666667,0.142857142857143,0.333333333333333,0.3,1,0.459770114942529,0,0,0.21
0.407627841841535,0,1,1,0.583333333333333,1,0.290322580645161,0.434782608695652,0.409657320872274,0.69423929098966,0.0600924499229584,0.25,0.249209486166008,0,0,0,0,1,0.104,0,0,0.666666666666667,0.01,0,0,0,0,0.1719
0.407627841841535,0,1,1,0.583333333333333,1,0.290322580645161,0.434782608695652,0.409657320872274,0.69423929098966,0.0600924499229584,0.25,0.236363636363636,0,0,0,0,0.333333333333333,0.039,0,0,0.666666666666667,0.01,0,0,0,0,0.2291
0.407627841841535,0,1,1,0.583333333333333,1,0.290322580645161,0.434782608695652,0.409657320872274,0.69423929098966,0.0600924499229584,1,0.235836627140975,0,0,0,0,0.333333333333333,0.039,0,0,0.666666666666667,0.01,0,0,0,0,0.1169
0.407627841841535,0,1,1,0.583333333333333,1,0.290322580645161,0.434782608695652,0.409657320872274,0.69423929098966,0.0600924499229584,0,0,0,0,0,0,0.333333333333333,0.039,0,0,0.666666666666667,0.01,0,0,0,0,0.1463
0.407627841841535,0,1,1,0.583333333333333,1,0.290322580645161,0.434782608695652,0.409657320872274,0.69423929098966,0.0600924499229584,1,0.249209486166008,0,0,0,0,1,0.104,0,0,0.666666666666667,0.01,0,0,0,0,0.3027
0.407627841841535,0,1,1,0.583333333333333,1,0.290322580645161,0.434782608695652,0.409657320872274,0.69423929098966,0.0600924499229584,0,0,0,0,0,0,1,0.104,0,0,0.666666666666667,0.01,0,0,0,0,0.1248
0.407627841841535,0,1,1,0.583333333333333,1,0.290322580645161,0.434782608695652,0.409657320872274,0.69423929098966,0.0600924499229584,0.25,0.218379446640316,0,0,0.666666666666667,0.06,0,0,0,0,0.666666666666667,0.01,0,0,0,0,0.1142
0.407627841841535,0,1,1,0.583333333333333,1,0.290322580645161,0.434782608695652,0.409657320872274,0.69423929098966,0.0600924499229584,0,0,0,0,0.666666666666667,0.06,0,0,0,0,0.666666666666667,0.01,0,0,0,0,0.5221
0,0.129411764705882,0.5,0,0.0833333333333333,0.163192904656319,0,0,0.487538940809969,1,0.689984591679507,0.25,1,0,0,0,0,0.333333333333333,0.74,0,0,0.666666666666667,0.06,0,0,0,0,0.37
0,0.129411764705882,0.5,0,0.0833333333333333,0.163192904656319,0,0,0.487538940809969,1,0.689984591679507,0.25,1,0,0,0,0,0.333333333333333,0.61,0,0,0.666666666666667,0.06,0,0,0,0,0.58
0,0.129411764705882,0.5,0,0.0833333333333333,0.163192904656319,0,0,0.487538940809969,1,0.689984591679507,0.25,0.960474308300395,0,0,0,0,0.333333333333333,0.54,0,0,0.666666666666667,0.06,0,0,0,0,0.4
0,0.129411764705882,0.5,0,0.0833333333333333,0.163192904656319,0,0,0.487538940809969,1,0.689984591679507,0.25,0.960474308300395,0,0,0,0,0.333333333333333,0.54,0,0,0.666666666666667,0.06,0,0,0,0,0.67
