"MW.g.mol.","melting.point......","XLogP3","Hydrogen.Bond.Donor.Count","Hydrogen.Bond.Acceptor.Count","Rotatable.Bond.Count","Topological.Polar.Surface.Area.A.2.","Heavy.Atom.Count","Complexity","logS","Polymers","Drug.loading.ratio","Preparation.method.hot.melt.extrution.1.1..solvent.evaporation.2.2..","temperature......","Relative.Humidity.....","X3month..stabable.1..not.stable.0..","X6month..stabable.1..not.stable.0.."
0.247365885334841,0.53314121037464,0.253164556962025,0.25,0.545454545454545,0.416666666666667,0.75677553856845,0.25,0.392645314353499,0.23030303030303,0.428571428571429,0,0,0.310344827586207,0.11,0,0
0.247365885334841,0.53314121037464,0.253164556962025,0.25,0.545454545454545,0.416666666666667,0.75677553856845,0.25,0.392645314353499,0.23030303030303,0.428571428571429,0,0,0.310344827586207,0.33,0,0
0.247365885334841,0.53314121037464,0.253164556962025,0.25,0.545454545454545,0.416666666666667,0.75677553856845,0.25,0.392645314353499,0.23030303030303,0.428571428571429,0,0,0.310344827586207,0.77,0,0
0.247365885334841,0.53314121037464,0.253164556962025,0.25,0.545454545454545,0.416666666666667,0.75677553856845,0.25,0.392645314353499,0.23030303030303,0.428571428571429,0,0,0.310344827586207,1,0,0
0.247365885334841,0.53314121037464,0.253164556962025,0.25,0.545454545454545,0.416666666666667,0.75677553856845,0.25,0.392645314353499,0.23030303030303,0.428571428571429,0.0101010101010101,0,0.310344827586207,0.05,0,0
0.247365885334841,0.53314121037464,0.253164556962025,0.25,0.545454545454545,0.416666666666667,0.75677553856845,0.25,0.392645314353499,0.23030303030303,0.428571428571429,0.0101010101010101,0,0.310344827586207,0.11,0,0
0.247365885334841,0.53314121037464,0.253164556962025,0.25,0.545454545454545,0.416666666666667,0.75677553856845,0.25,0.392645314353499,0.23030303030303,0.428571428571429,0.0101010101010101,0,0.310344827586207,0.33,0,0
0.247365885334841,0.53314121037464,0.253164556962025,0.25,0.545454545454545,0.416666666666667,0.75677553856845,0.25,0.392645314353499,0.23030303030303,0.428571428571429,0.0101010101010101,0,0.310344827586207,0.77,0,0
0.247365885334841,0.53314121037464,0.253164556962025,0.25,0.545454545454545,0.416666666666667,0.75677553856845,0.25,0.392645314353499,0.23030303030303,0.428571428571429,0.0101010101010101,0,0.310344827586207,1,0,0
0.247365885334841,0.53314121037464,0.253164556962025,0.25,0.545454545454545,0.416666666666667,0.75677553856845,0.25,0.392645314353499,0.23030303030303,0.5,0,0,0.310344827586207,1,0,0
0.247365885334841,0.53314121037464,0.253164556962025,0.25,0.545454545454545,0.416666666666667,0.75677553856845,0.25,0.392645314353499,0.23030303030303,0.5,0.0101010101010101,0,0.310344827586207,0.05,0,0
0.247365885334841,0.53314121037464,0.253164556962025,0.25,0.545454545454545,0.416666666666667,0.75677553856845,0.25,0.392645314353499,0.23030303030303,0.5,0.0101010101010101,0,0.310344827586207,0.11,0,0
0.247365885334841,0.53314121037464,0.253164556962025,0.25,0.545454545454545,0.416666666666667,0.75677553856845,0.25,0.392645314353499,0.23030303030303,0.5,0.0101010101010101,0,0.310344827586207,0.33,0,0
0.247365885334841,0.53314121037464,0.253164556962025,0.25,0.545454545454545,0.416666666666667,0.75677553856845,0.25,0.392645314353499,0.23030303030303,0.5,0.0101010101010101,0,0.310344827586207,0.77,0,0
0.247365885334841,0.53314121037464,0.253164556962025,0.25,0.545454545454545,0.416666666666667,0.75677553856845,0.25,0.392645314353499,0.23030303030303,0.5,0.0101010101010101,0,0.310344827586207,1,0,0
0.247365885334841,0.53314121037464,0.253164556962025,0.25,0.545454545454545,0.416666666666667,0.75677553856845,0.25,0.392645314353499,0.23030303030303,0.571428571428571,0,0,0.310344827586207,1,0,0
0.247365885334841,0.53314121037464,0.253164556962025,0.25,0.545454545454545,0.416666666666667,0.75677553856845,0.25,0.392645314353499,0.23030303030303,0.571428571428571,0.0101010101010101,0,0.310344827586207,0.05,0,0
0.247365885334841,0.53314121037464,0.253164556962025,0.25,0.545454545454545,0.416666666666667,0.75677553856845,0.25,0.392645314353499,0.23030303030303,0.571428571428571,0.0101010101010101,0,0.310344827586207,0.77,0,0
0.247365885334841,0.53314121037464,0.253164556962025,0.25,0.545454545454545,0.416666666666667,0.75677553856845,0.25,0.392645314353499,0.23030303030303,0.571428571428571,0.0101010101010101,0,0.310344827586207,1,0,0
0.57831123400155,0.475504322766571,0,1,1,1,1,0.59375,0.336892052194543,0.327272727272727,0.642857142857143,0.0909090909090909,0,0.310344827586207,0.75,0,0
0.57831123400155,0.475504322766571,0,1,1,1,1,0.59375,0.336892052194543,0.327272727272727,0.642857142857143,0.0909090909090909,0,0.181034482758621,0.5,1,1
0.247365885334841,0.53314121037464,0.253164556962025,0.25,0.545454545454545,0.416666666666667,0.75677553856845,0.25,0.392645314353499,0.23030303030303,0.642857142857143,0.0707070707070707,0,0.310344827586207,0.75,0,0
0.247365885334841,0.53314121037464,0.253164556962025,0.25,0.545454545454545,0.416666666666667,0.75677553856845,0.25,0.392645314353499,0.23030303030303,0.642857142857143,0.0707070707070707,0,0.310344827586207,0.75,0,0
0.247365885334841,0.53314121037464,0.253164556962025,0.25,0.545454545454545,0.416666666666667,0.75677553856845,0.25,0.392645314353499,0.23030303030303,0.642857142857143,0.0707070707070707,0,0.181034482758621,0.5,0,1
0.271371415404596,0.406340057636888,0.455696202531646,0.25,0.272727272727273,0.333333333333333,0.468380820013899,0.25,0.271648873072361,0.175757575757576,0.642857142857143,0.0909090909090909,0,0.310344827586207,0.75,0,0
0.271371415404596,0.406340057636888,0.455696202531646,0.25,0.272727272727273,0.333333333333333,0.468380820013899,0.25,0.271648873072361,0.175757575757576,0.285714285714286,0.0505050505050505,0,0.396551724137931,0.96,1,0
0.271371415404596,0.406340057636888,0.455696202531646,0.25,0.272727272727273,0.333333333333333,0.468380820013899,0.25,0.271648873072361,0.175757575757576,0,0.0505050505050505,0,0.396551724137931,0.96,1,0
1,0.492795389048991,0.632911392405063,0,0.727272727272727,0.916666666666667,0,1,1,0.193939393939394,0.142857142857143,0.0505050505050505,0,0.396551724137931,0.96,1,0
0,1,0.236708860759494,0,0.181818181818182,0.666666666666667,0.184850590687978,0.375,0.263345195729537,0.278787878787879,0.714285714285714,0.0202020202020202,1,0.181034482758621,0,1,1
0,1,0.236708860759494,0,0.181818181818182,0.666666666666667,0.184850590687978,0.375,0.263345195729537,0.278787878787879,0.714285714285714,0.0202020202020202,1,0.396551724137931,0,1,1
0,1,0.236708860759494,0,0.181818181818182,0.666666666666667,0.184850590687978,0.375,0.263345195729537,0.278787878787879,0.714285714285714,0.0202020202020202,1,0.741379310344828,0,1,1
0,1,0.236708860759494,0,0.181818181818182,0.666666666666667,0.184850590687978,0.375,0.263345195729537,0.278787878787879,0.714285714285714,0.0202020202020202,1,1,0,0,0
0,1,0.236708860759494,0,0.181818181818182,0.666666666666667,0.184850590687978,0.375,0.263345195729537,0.278787878787879,0.714285714285714,0.0202020202020202,1,0.181034482758621,0.84,0,0
0,1,0.236708860759494,0,0.181818181818182,0.666666666666667,0.184850590687978,0.375,0.263345195729537,0.278787878787879,0.142857142857143,0.0505050505050505,1,0.181034482758621,0,1,0
0,1,0.236708860759494,0,0.181818181818182,0.666666666666667,0.184850590687978,0.375,0.263345195729537,0.278787878787879,0.142857142857143,0.0505050505050505,1,0.741379310344828,0,0,0
0,1,0.236708860759494,0,0.181818181818182,0.666666666666667,0.184850590687978,0.375,0.263345195729537,0.278787878787879,0.142857142857143,0.0505050505050505,1,1,0,0,0
0,1,0.236708860759494,0,0.181818181818182,0.666666666666667,0.184850590687978,0.375,0.263345195729537,0.278787878787879,0.142857142857143,0.0505050505050505,1,0.181034482758621,0.84,0,0
0,1,0.236708860759494,0,0.181818181818182,0.666666666666667,0.184850590687978,0.375,0.263345195729537,0.278787878787879,0.0714285714285714,0.0707070707070707,1,0.396551724137931,0,0,0
0,1,0.236708860759494,0,0.181818181818182,0.666666666666667,0.184850590687978,0.375,0.263345195729537,0.278787878787879,0.0714285714285714,0.0707070707070707,1,1,0,0,0
0,1,0.236708860759494,0,0.181818181818182,0.666666666666667,0.184850590687978,0.375,0.263345195729537,0.278787878787879,0.0714285714285714,0.0707070707070707,1,0.181034482758621,0.84,0,0
0,1,0.236708860759494,0,0.181818181818182,0.666666666666667,0.184850590687978,0.375,0.263345195729537,0.278787878787879,0.785714285714286,0.0707070707070707,1,0.181034482758621,0,1,1
0,1,0.236708860759494,0,0.181818181818182,0.666666666666667,0.184850590687978,0.375,0.263345195729537,0.278787878787879,0.785714285714286,0.0707070707070707,1,0.396551724137931,0,1,1
0,1,0.236708860759494,0,0.181818181818182,0.666666666666667,0.184850590687978,0.375,0.263345195729537,0.278787878787879,0.785714285714286,0.0707070707070707,1,0.741379310344828,0,1,1
0,1,0.236708860759494,0,0.181818181818182,0.666666666666667,0.184850590687978,0.375,0.263345195729537,0.278787878787879,0.785714285714286,0.0707070707070707,1,1,0,1,1
0,1,0.236708860759494,0,0.181818181818182,0.666666666666667,0.184850590687978,0.375,0.263345195729537,0.278787878787879,0.785714285714286,0.0707070707070707,1,0.181034482758621,0.84,1,1
0,1,0.236708860759494,0,0.181818181818182,0.666666666666667,0.184850590687978,0.375,0.263345195729537,0.278787878787879,0.857142857142857,0.0707070707070707,1,0.181034482758621,0,1,0
0,1,0.236708860759494,0,0.181818181818182,0.666666666666667,0.184850590687978,0.375,0.263345195729537,0.278787878787879,0.857142857142857,0.0707070707070707,1,0.396551724137931,0,1,0
0,1,0.236708860759494,0,0.181818181818182,0.666666666666667,0.184850590687978,0.375,0.263345195729537,0.278787878787879,0.857142857142857,0.0707070707070707,1,0.741379310344828,0,1,0
0,1,0.236708860759494,0,0.181818181818182,0.666666666666667,0.184850590687978,0.375,0.263345195729537,0.278787878787879,0.857142857142857,0.0707070707070707,1,1,0,1,0
0,1,0.236708860759494,0,0.181818181818182,0.666666666666667,0.184850590687978,0.375,0.263345195729537,0.278787878787879,0.857142857142857,0.0707070707070707,1,0.181034482758621,0.84,1,0
0,1,0.236708860759494,0,0.181818181818182,0.666666666666667,0.184850590687978,0.375,0.263345195729537,0.278787878787879,0.285714285714286,0.0707070707070707,1,0.181034482758621,0,1,1
0,1,0.236708860759494,0,0.181818181818182,0.666666666666667,0.184850590687978,0.375,0.263345195729537,0.278787878787879,0.285714285714286,0.0707070707070707,1,0.396551724137931,0,1,1
0,1,0.236708860759494,0,0.181818181818182,0.666666666666667,0.184850590687978,0.375,0.263345195729537,0.278787878787879,0.285714285714286,0.0707070707070707,1,0.741379310344828,0,0,0
0,1,0.236708860759494,0,0.181818181818182,0.666666666666667,0.184850590687978,0.375,0.263345195729537,0.278787878787879,0.285714285714286,0.0707070707070707,1,1,0,0,0
0,1,0.236708860759494,0,0.181818181818182,0.666666666666667,0.184850590687978,0.375,0.263345195729537,0.278787878787879,0.285714285714286,0.0707070707070707,1,0.181034482758621,0.84,1,1
0.542868514212698,0.0951008645533141,0.582278481012658,0.25,0.272727272727273,0.5,0.565670604586518,0.46875,0.609727164887307,0,0.785714285714286,0.0303030303030303,1,0.00862068965517241,0.6,1,1
0.542868514212698,0.0951008645533141,0.582278481012658,0.25,0.272727272727273,0.5,0.565670604586518,0.46875,0.609727164887307,0,0.785714285714286,0.0303030303030303,1,0.181034482758621,0.6,1,0
0.542868514212698,0.0951008645533141,0.582278481012658,0.25,0.272727272727273,0.5,0.565670604586518,0.46875,0.609727164887307,0,0.785714285714286,0.0303030303030303,1,0.310344827586207,0.75,0,0
0.326797796350992,0.371757925072046,0.405063291139241,0.25,0.363636363636364,0.5,0.441278665740097,0.25,0.399762752075919,0.206060606060606,0.857142857142857,0.0404040404040404,1,0.310344827586207,0.75,0,0
0.326797796350992,0.371757925072046,0.405063291139241,0.25,0.363636363636364,0.5,0.441278665740097,0.25,0.399762752075919,0.206060606060606,0.857142857142857,0.0404040404040404,1,0.181034482758621,0.95,0,0
0.6350991851526,0.377521613832853,0.455696202531646,0,0.454545454545455,0.583333333333333,0.472550382209868,0.59375,0.543297746144721,0.2,0.857142857142857,0.0505050505050505,1,0.172413793103448,0.36,1,1
0.326797796350992,0.371757925072046,0.405063291139241,0.25,0.363636363636364,0.5,0.441278665740097,0.25,0.399762752075919,0.206060606060606,0.857142857142857,0.0505050505050505,1,0.172413793103448,0.36,1,1
0.326797796350992,0.371757925072046,0.405063291139241,0.25,0.363636363636364,0.5,0.441278665740097,0.25,0.399762752075919,0.206060606060606,1,0.131313131313131,1,0.172413793103448,0.35,1,1
0.326797796350992,0.371757925072046,0.405063291139241,0.25,0.363636363636364,0.5,0.441278665740097,0.25,0.399762752075919,0.206060606060606,0.714285714285714,0.111111111111111,1,0.172413793103448,0.48,0,0
0.247365885334841,0.53314121037464,0.253164556962025,0.25,0.545454545454545,0.416666666666667,0.75677553856845,0.25,0.392645314353499,0.23030303030303,0.857142857142857,0.0505050505050505,1,0.172413793103448,0.37,1,1
0.247365885334841,0.53314121037464,0.253164556962025,0.25,0.545454545454545,0.416666666666667,0.75677553856845,0.25,0.392645314353499,0.23030303030303,0.857142857142857,0.0707070707070707,1,0.172413793103448,0.35,1,1
0.247365885334841,0.53314121037464,0.253164556962025,0.25,0.545454545454545,0.416666666666667,0.75677553856845,0.25,0.392645314353499,0.23030303030303,0.857142857142857,0.131313131313131,1,0.172413793103448,0.35,1,1
0.271371415404596,0.406340057636888,0.455696202531646,0.25,0.272727272727273,0.333333333333333,0.468380820013899,0.25,0.271648873072361,0.175757575757576,0.857142857142857,0.0707070707070707,1,0.172413793103448,0.37,1,1
0.271371415404596,0.406340057636888,0.455696202531646,0.25,0.272727272727273,0.333333333333333,0.468380820013899,0.25,0.271648873072361,0.175757575757576,0.857142857142857,0.0909090909090909,1,0.172413793103448,0.35,1,1
0.247365885334841,0.53314121037464,0.253164556962025,0.25,0.545454545454545,0.416666666666667,0.75677553856845,0.25,0.392645314353499,0.23030303030303,0.857142857142857,0.181818181818182,1,0.181034482758621,0,1,1
0.247365885334841,0.53314121037464,0.253164556962025,0.25,0.545454545454545,0.416666666666667,0.75677553856845,0.25,0.392645314353499,0.23030303030303,0.857142857142857,0.181818181818182,1,0.267241379310345,0,1,1
0.247365885334841,0.53314121037464,0.253164556962025,0.25,0.545454545454545,0.416666666666667,0.75677553856845,0.25,0.392645314353499,0.23030303030303,0.857142857142857,0.181818181818182,1,0.310344827586207,0,0,0
0.247365885334841,0.53314121037464,0.253164556962025,0.25,0.545454545454545,0.416666666666667,0.75677553856845,0.25,0.392645314353499,0.23030303030303,0.857142857142857,0.181818181818182,1,0.396551724137931,0,0,0
0.00837889356710446,0.538904899135447,0.10126582278481,0.5,0.181818181818182,0.166666666666667,0.515635858234885,0,0.0735468564650059,0.315151515151515,0.857142857142857,0.181818181818182,1,0.181034482758621,0,1,1
0.00837889356710446,0.538904899135447,0.10126582278481,0.5,0.181818181818182,0.166666666666667,0.515635858234885,0,0.0735468564650059,0.315151515151515,0.857142857142857,0.181818181818182,1,0.310344827586207,0,1,1
0.00837889356710446,0.538904899135447,0.10126582278481,0.5,0.181818181818182,0.166666666666667,0.515635858234885,0,0.0735468564650059,0.315151515151515,0.857142857142857,0.181818181818182,1,0.396551724137931,0,0,0
0.00837889356710446,0.538904899135447,0.10126582278481,0.5,0.181818181818182,0.166666666666667,0.515635858234885,0,0.0735468564650059,0.315151515151515,0.857142857142857,0.181818181818182,1,0.482758620689655,0,0,0
0.00837889356710446,0.538904899135447,0.10126582278481,0.5,0.181818181818182,0.166666666666667,0.515635858234885,0,0.0735468564650059,0.315151515151515,0.857142857142857,0.181818181818182,1,0.568965517241379,0,0,0
0.271371415404596,0.406340057636888,0.455696202531646,0.25,0.272727272727273,0.333333333333333,0.468380820013899,0.25,0.271648873072361,0.175757575757576,0.857142857142857,0.0909090909090909,1,0.181034482758621,0.75,0,0
0.271371415404596,0.406340057636888,0.455696202531646,0.25,0.272727272727273,0.333333333333333,0.468380820013899,0.25,0.271648873072361,0.175757575757576,0.857142857142857,0.151515151515152,1,0.181034482758621,0.75,0,0
0.00423134125138772,0.417867435158501,0.329113924050633,0.25,0.181818181818182,0.25,0.315496872828353,0,0,0.238787878787879,0.857142857142857,0.151515151515152,1,0.181034482758621,0.75,0,0
0.00423134125138772,0.417867435158501,0.329113924050633,0.25,0.181818181818182,0.25,0.315496872828353,0,0,0.238787878787879,0,0.0909090909090909,1,0.181034482758621,0.75,0,0
0.00423134125138772,0.417867435158501,0.329113924050633,0.25,0.181818181818182,0.25,0.315496872828353,0,0,0.238787878787879,0,0.151515151515152,1,0.181034482758621,0.75,0,0
0.368105741636817,0.0951008645533141,0.443037974683544,0.25,0.363636363636364,0.5,0.37595552466991,0.3125,0.220640569395018,0.238787878787879,0.857142857142857,1,1,0.181034482758621,0.6,0,0
0.183141666142986,0.342939481268012,0.417721518987342,0.25,0.363636363636364,0.0833333333333333,0.258512856150104,0.125,0.287069988137604,0.212121212121212,0.857142857142857,0.161616161616162,1,0.586206896551724,0.11,0,0
0.326797796350992,0.371757925072046,0.405063291139241,0.25,0.363636363636364,0.5,0.441278665740097,0.25,0.399762752075919,0.206060606060606,0.857142857142857,0.141414141414141,1,0.181034482758621,0,1,1
0.326797796350992,0.371757925072046,0.405063291139241,0.25,0.363636363636364,0.5,0.441278665740097,0.25,0.399762752075919,0.206060606060606,0.857142857142857,0.141414141414141,1,0.181034482758621,0.33,1,1
0.326797796350992,0.371757925072046,0.405063291139241,0.25,0.363636363636364,0.5,0.441278665740097,0.25,0.399762752075919,0.206060606060606,0.857142857142857,0.141414141414141,1,0.181034482758621,0.52,1,1
0.326797796350992,0.371757925072046,0.405063291139241,0.25,0.363636363636364,0.5,0.441278665740097,0.25,0.399762752075919,0.206060606060606,0.857142857142857,0.0909090909090909,1,0.181034482758621,0,1,1
0.326797796350992,0.371757925072046,0.405063291139241,0.25,0.363636363636364,0.5,0.441278665740097,0.25,0.399762752075919,0.206060606060606,0.857142857142857,0.0909090909090909,1,0.181034482758621,0.33,1,1
0.326797796350992,0.371757925072046,0.405063291139241,0.25,0.363636363636364,0.5,0.441278665740097,0.25,0.399762752075919,0.206060606060606,0.857142857142857,0.0909090909090909,1,0.181034482758621,0.52,1,1
0.271371415404596,0.406340057636888,0.455696202531646,0.25,0.272727272727273,0.333333333333333,0.468380820013899,0.25,0.271648873072361,0.175757575757576,0.857142857142857,0.0505050505050505,0,0.310344827586207,0.75,0,0
0.521167179873898,0.816138328530259,0.544303797468354,0.25,0.181818181818182,0.583333333333333,0.296733842946491,0.53125,0.410438908659549,0.145454545454545,0.928571428571429,0.0303030303030303,1,0,0,1,1
0.225413184189028,0.440922190201729,0.531645569620253,0.25,0.181818181818182,0.416666666666667,0.454482279360667,0.15625,0.160142348754448,0.224242424242424,0.785714285714286,0.0101010101010101,1,0.181034482758621,0.25,1,1
0.570141812773623,0.68299711815562,1,0.25,0.363636363636364,0.833333333333333,0.155663655316192,0.5,0.36417556346382,0.0848484848484848,0.928571428571429,0.151515151515152,0,0.310344827586207,0.75,0,0
0.570141812773623,0.68299711815562,1,0.25,0.363636363636364,0.833333333333333,0.155663655316192,0.5,0.36417556346382,0.0848484848484848,0.928571428571429,0.0101010101010101,0,0.310344827586207,0.75,0,0
