"Molecular..Weight","XLogP3","Hydrogen.Bond..Donor.Count","Hydrogen.Bond..Acceptor.Count","Rotatable.Bond..Count","Topological.Polar..Surface.Area","Heavy.Atom.Count","Complexity","logS","Amount.mg.","Type","Amount.mg..1","Type.1","Amount.mg..2","Binder","Amount.mg..3","Disintegrant","Amount.mg..4","Disintegrant.1","Amount.mg..5","Lubricant","Amount.mg..6","Lubricant.1","Amount.mg..7","Solubilzer","Amount.mg..8","y"
0.352880680947901,0.4,0.25,0.5,0.0833333333333333,0.193791574279379,0.354838709677419,0.532279314888011,0.635155096011817,0.0348228043143297,0.25,0.135046113306983,0.5,0.44236641221374,0,0,0.333333333333333,0.291666666666667,0,0,0.666666666666667,0.0175,0.5,0.175,0.2,0.391193595342067,0.2
0.352880680947901,0.4,0.25,0.5,0.0833333333333333,0.193791574279379,0.354838709677419,0.532279314888011,0.635155096011817,0.0348228043143297,0.25,0.135046113306983,0.5,0.53587786259542,0,0,0.333333333333333,0.0875,0,0,0.666666666666667,0.0175,0.5,0.175,0.2,0.391193595342067,0.25
0.352880680947901,0.4,0.25,0.5,0.0833333333333333,0.193791574279379,0.354838709677419,0.532279314888011,0.635155096011817,0.0348228043143297,0.25,0.135046113306983,0.5,0.522519083969466,0,0,0.333333333333333,0.116666666666667,0,0,0.666666666666667,0.0175,0.5,0.175,0.2,0.391193595342067,0.25
0.352880680947901,0.4,0.25,0.5,0.0833333333333333,0.193791574279379,0.354838709677419,0.532279314888011,0.635155096011817,0.0348228043143297,0.25,0.135046113306983,0.5,0.53587786259542,0,0,0,0,0,0,0.666666666666667,0.0175,0.5,0.175,0.2,0.391193595342067,0.55
0.352880680947901,0.4,0.25,0.5,0.0833333333333333,0.193791574279379,0.354838709677419,0.532279314888011,0.635155096011817,0.0348228043143297,0.25,0.135046113306983,0.5,0.522519083969466,0,0,0,0,0,0,0.666666666666667,0.0175,0.5,0.175,0.2,0.391193595342067,0.26
0.352880680947901,0.4,0.25,0.5,0.0833333333333333,0.193791574279379,0.354838709677419,0.532279314888011,0.635155096011817,0.0348228043143297,0.25,0.135046113306983,0.5,0.509160305343511,0,0,0.333333333333333,0.145833333333333,0,0,0.666666666666667,0.0175,0.5,0.175,0.2,0.391193595342067,0.22
0.352880680947901,0.4,0.25,0.5,0.0833333333333333,0.193791574279379,0.354838709677419,0.532279314888011,0.635155096011817,0.0348228043143297,0.25,0.135046113306983,0.5,0.509160305343511,0,0,0.333333333333333,0.145833333333333,0,0,0.666666666666667,0.0175,0.5,0.175,0.2,0.391193595342067,0.15
0.352880680947901,0.4,0.25,0.5,0.0833333333333333,0.193791574279379,0.354838709677419,0.532279314888011,0.635155096011817,0.0348228043143297,0.25,0.135046113306983,0.5,0.509160305343511,0,0,0.333333333333333,0.145833333333333,0,0,0.666666666666667,0.0175,0.5,0.175,0.2,0.391193595342067,0.68
0.31762981116387,0.305882352941176,0.25,0.166666666666667,0.166666666666667,0.266518847006652,0.354838709677419,0.396574440052701,0.649926144756278,0.312788906009245,0.25,0.494071146245059,0.5,0.382290076335878,0,0,0.666666666666667,1,0,0,0.666666666666667,0.08,0,0,0.4,1,0.25
0.31762981116387,0.305882352941176,0.25,0.166666666666667,0.166666666666667,0.266518847006652,0.354838709677419,0.396574440052701,0.649926144756278,0.312788906009245,0.25,0.494071146245059,0.5,0.534961832061069,0,0,0,0,0,0,0.666666666666667,0.08,0,0,0.4,1,0.49
0.31762981116387,0.305882352941176,0.25,0.166666666666667,0.166666666666667,0.266518847006652,0.354838709677419,0.396574440052701,0.649926144756278,0.312788906009245,0.25,0.494071146245059,0.5,0.382290076335878,0,0,0,0,0,0,0.666666666666667,0.08,0,0,0.4,1,0.56
0.31762981116387,0.305882352941176,0.25,0.166666666666667,0.166666666666667,0.266518847006652,0.354838709677419,0.396574440052701,0.649926144756278,0.312788906009245,0.25,0.494071146245059,0.5,0.534961832061069,0,0,0,0,0,0,0.666666666666667,0.08,0,0,0.4,1,0.57
0.31762981116387,0.305882352941176,0.25,0.166666666666667,0.166666666666667,0.266518847006652,0.354838709677419,0.396574440052701,0.649926144756278,0.312788906009245,0.25,0.494071146245059,0.5,0.382290076335878,0,0,0,0,0,0,0.666666666666667,0.08,0,0,0.4,1,0.59
0.31762981116387,0.305882352941176,0.25,0.166666666666667,0.166666666666667,0.266518847006652,0.354838709677419,0.396574440052701,0.649926144756278,0.312788906009245,0.25,0.494071146245059,0.5,0.534961832061069,0,0,0.333333333333333,0.666666666666667,0,0,0.666666666666667,0.08,0,0,0.4,1,0.62
0.31762981116387,0.305882352941176,0.25,0.166666666666667,0.166666666666667,0.266518847006652,0.354838709677419,0.396574440052701,0.649926144756278,0.312788906009245,0.25,0.494071146245059,0.5,0.382290076335878,0,0,0.333333333333333,1,0,0,0.666666666666667,0.08,0,0,0.4,1,0.69
0.567427408590622,0.388235294117647,0,0.666666666666667,0.333333333333333,0.219068736141907,0.612903225806452,0.779973649538867,0.649926144756278,0,0.25,0.00428194993412385,0.5,0.0198473282442748,0.333333333333333,0.00256410256410256,0,0,0,0,0.333333333333333,1,0,0,0,0,0.13
0.567427408590622,0.388235294117647,0,0.666666666666667,0.333333333333333,0.219068736141907,0.612903225806452,0.779973649538867,0.649926144756278,0,0.25,0.00428194993412385,0.5,0.0198473282442748,0,0,1,0.00833333333333333,0,0,0.333333333333333,1,0,0,0,0,0.15
0.567427408590622,0.388235294117647,0,0.666666666666667,0.333333333333333,0.219068736141907,0.612903225806452,0.779973649538867,0.649926144756278,0,0.25,0.00856389986824769,0.5,0.0099236641221374,0,0,0.333333333333333,0.00833333333333333,0,0,0.333333333333333,1,0,0,0,0,0.03
0.567427408590622,0.388235294117647,0,0.666666666666667,0.333333333333333,0.219068736141907,0.612903225806452,0.779973649538867,0.649926144756278,0,0.25,0.00856389986824769,0.5,0.0099236641221374,0,0,1,0.00833333333333333,0,0,0.333333333333333,1,0,0,0,0,0.04
0.567427408590622,0.388235294117647,0,0.666666666666667,0.333333333333333,0.219068736141907,0.612903225806452,0.779973649538867,0.649926144756278,0,0.25,0.00477602108036891,0.5,0.0110687022900763,0,0,1,0.00833333333333333,0,0,0.333333333333333,1,0,0,0,0,0.16
0.567427408590622,0.388235294117647,0,0.666666666666667,0.333333333333333,0.219068736141907,0.612903225806452,0.779973649538867,0.649926144756278,0,0.25,0.00856389986824769,0.5,0.0099236641221374,0.333333333333333,0.00256410256410256,0,0,0,0,0.333333333333333,1,0,0,0,0,0.02
0.567427408590622,0.388235294117647,0,0.666666666666667,0.333333333333333,0.219068736141907,0.612903225806452,0.779973649538867,0.649926144756278,0,0.25,0.00856389986824769,0.5,0.0099236641221374,0.333333333333333,0.00256410256410256,0,0,0,0,0.333333333333333,1,0,0,0,0,0.02
0.567427408590622,0.388235294117647,0,0.666666666666667,0.333333333333333,0.219068736141907,0.612903225806452,0.779973649538867,0.649926144756278,0,0.25,0.00428194993412385,0.5,0.0198473282442748,0.333333333333333,0.00256410256410256,0,0,0,0,0.333333333333333,1,0,0,0,0,0.04
0.567427408590622,0.388235294117647,0,0.666666666666667,0.333333333333333,0.219068736141907,0.612903225806452,0.779973649538867,0.649926144756278,0,0.25,0.00477602108036891,0.5,0.0110687022900763,0.333333333333333,0.00256410256410256,0,0,0,0,0.333333333333333,1,0,0,0,0,0.02
0.567427408590622,0.388235294117647,0,0.666666666666667,0.333333333333333,0.219068736141907,0.612903225806452,0.779973649538867,0.649926144756278,0,0.25,0.00477602108036891,0.5,0.0110687022900763,0.333333333333333,0.00256410256410256,0,0,0,0,0.333333333333333,1,0,0,0,0,0.03
0.432616354127918,0.376470588235294,0.5,0.166666666666667,0.166666666666667,0.167184035476718,0.419354838709677,0.399209486166008,0.723781388478582,0.152542372881356,0.25,0.0658761528326746,0.5,0.419847328244275,0,0,0,0,1,0.0892857142857143,0.333333333333333,0.04,1,0.3,0,0,0.35
0.432616354127918,0.376470588235294,0.5,0.166666666666667,0.166666666666667,0.167184035476718,0.419354838709677,0.399209486166008,0.723781388478582,0.152542372881356,0.25,0.0658761528326746,0.5,0.400763358778626,0,0,0,0,1,0.133928571428571,0.333333333333333,0.04,1,0.3,0,0,0.3
0.432616354127918,0.376470588235294,0.5,0.166666666666667,0.166666666666667,0.167184035476718,0.419354838709677,0.399209486166008,0.723781388478582,0.152542372881356,0.25,0.0658761528326746,0.5,0.419847328244275,0,0,0.333333333333333,0.0833333333333333,0,0,0.333333333333333,0.04,1,0.3,0,0,0.32
0.432616354127918,0.376470588235294,0.5,0.166666666666667,0.166666666666667,0.167184035476718,0.419354838709677,0.399209486166008,0.723781388478582,0.152542372881356,0.25,0.0658761528326746,0.5,0.419847328244275,0,0,0,0,0,0,0.333333333333333,0.04,1,0.3,0,0,0.28
0.432616354127918,0.376470588235294,0.5,0.166666666666667,0.166666666666667,0.167184035476718,0.419354838709677,0.399209486166008,0.723781388478582,0.152542372881356,0.25,0.0658761528326746,0.5,0.400763358778626,0,0,0,0,0,0,0.333333333333333,0.04,1,0.3,0,0,0.22
1,1,0.25,0.5,1,0.381818181818182,1,1,0,0.0144838212634823,0.25,0.230566534914361,0.5,0.372519083969466,0,0,0.666666666666667,0.333333333333333,0,0,0.666666666666667,0.04,0,0,0,0,0.4
1,1,0.25,0.5,1,0.381818181818182,1,1,0,0.0144838212634823,0.5,0.304380764163373,0,0,0,0,0.666666666666667,0.08,0,0,0.666666666666667,0.03192,0,0,0.8,0.116484716157205,0.08
1,1,0.25,0.5,1,0.381818181818182,1,1,0,0.0144838212634823,0.5,0.438339920948617,0,0,0,0,0.666666666666667,0.113333333333333,0,0,0.666666666666667,0.04522,0,0,0.8,0.165020014556041,0.35
1,1,0.25,0.5,1,0.381818181818182,1,1,0,0.0144838212634823,0.5,0.364920948616601,0,0,0,0,0.666666666666667,0.1,0,0,0.666666666666667,0.04,0,0,0.8,0.200191048034934,0.05
0.579396512111332,0.494117647058824,0.25,0.333333333333333,0.5,0.116629711751663,0.580645161290323,0.488801054018445,0.428360413589365,0.0292758089368259,0.25,0.560177865612648,0,0,0,0,0.333333333333333,0.933333333333333,0,0,0.666666666666667,0.06,0,0,0,0,0.07
0.579396512111332,0.494117647058824,0.25,0.333333333333333,0.5,0.116629711751663,0.580645161290323,0.488801054018445,0.428360413589365,0.0292758089368259,0.25,0.652404479578393,0,0,0,0,0.333333333333333,0.466666666666667,0,0,0.666666666666667,0.06,0,0,0,0,0.11
0.579396512111332,0.494117647058824,0.25,0.333333333333333,0.5,0.116629711751663,0.580645161290323,0.488801054018445,0.428360413589365,0.0292758089368259,0.25,0.560177865612648,0,0,0,0,0,0,0,0,0.666666666666667,0.06,0,0,0,0,0.38
0.579396512111332,0.494117647058824,0.25,0.333333333333333,0.5,0.116629711751663,0.580645161290323,0.488801054018445,0.428360413589365,0.0292758089368259,0.25,0.652404479578393,0,0,0,0,0,0,0,0,0.666666666666667,0.06,0,0,0,0,0.73
0.229601102820507,0.235294117647059,0.5,0.5,0.0833333333333333,0.346784922394679,0.161290322580645,0.13570487483531,0.753323485967504,0.0755007704160247,0.25,0.154973649538867,0,0,0,0,0.666666666666667,0.0416666666666667,0,0,0.666666666666667,0.015,0,0,0,0,0.17
0.229601102820507,0.235294117647059,0.5,0.5,0.0833333333333333,0.346784922394679,0.161290322580645,0.13570487483531,0.753323485967504,0.0755007704160247,0.25,0.145750988142292,0,0,0,0,0.666666666666667,0.0833333333333333,0,0,0.666666666666667,0.015,0,0,0,0,0.12
0.229601102820507,0.235294117647059,0.5,0.5,0.0833333333333333,0.346784922394679,0.161290322580645,0.13570487483531,0.753323485967504,0.0755007704160247,0.25,0.145750988142292,0,0,0,0,0.666666666666667,0.0833333333333333,0,0,0.666666666666667,0.015,0,0,0,0,0.04
0.229601102820507,0.235294117647059,0.5,0.5,0.0833333333333333,0.346784922394679,0.161290322580645,0.13570487483531,0.753323485967504,0.0755007704160247,0.25,0.150691699604743,0,0,0,0,0.666666666666667,0.0625,0,0,0.666666666666667,0.01,0,0,0,0,0.03
0.229601102820507,0.235294117647059,0.5,0.5,0.0833333333333333,0.346784922394679,0.161290322580645,0.13570487483531,0.753323485967504,0.0755007704160247,0.25,0.186100131752306,0,0,0,0,0.666666666666667,0.0416666666666667,0,0,0.666666666666667,0.02,0,0,0,0,0.08
0.229601102820507,0.235294117647059,0.5,0.5,0.0833333333333333,0.346784922394679,0.161290322580645,0.13570487483531,0.753323485967504,0.0755007704160247,0.25,0.153162055335968,0,0,0,0,0.666666666666667,0.0416666666666667,0,0,0.666666666666667,0.015,0,0,0,0,0.04
0.325332049626923,0.352941176470588,0.5,0.166666666666667,0.333333333333333,0.0895787139689579,0.290322580645161,0.188405797101449,0.782865583456425,0.152542372881356,0.25,0.566534914361001,0,0,0,0,0.666666666666667,0.2,0,0,0.666666666666667,0.04,0.5,0.4,0,0,0.72
0.325332049626923,0.352941176470588,0.5,0.166666666666667,0.333333333333333,0.0895787139689579,0.290322580645161,0.188405797101449,0.782865583456425,0.152542372881356,0.25,0.566534914361001,0,0,0,0,0.666666666666667,0.3,0,0,0.666666666666667,0.04,0.5,0.4,0,0,0.47
0.325332049626923,0.352941176470588,0.5,0.166666666666667,0.333333333333333,0.0895787139689579,0.290322580645161,0.188405797101449,0.782865583456425,0.152542372881356,0.25,0.546772068511199,0,0,0,0,0.666666666666667,0.3,0,0,0.666666666666667,0.04,0.5,0.4,0,0,0.34
0.707686921511564,0.247058823529412,0.25,0.833333333333333,0.583333333333333,0.467849223946785,0.709677419354839,0.920948616600791,0.709010339734121,0.0902927580893683,0.25,0.827404479578392,0,0,0,0,0.666666666666667,0.216666666666667,0,0,0.666666666666667,0.06,0,0,0,0,0.25
0.707686921511564,0.247058823529412,0.25,0.833333333333333,0.583333333333333,0.467849223946785,0.709677419354839,0.920948616600791,0.709010339734121,0.0902927580893683,0.25,0.728590250329381,0,0,0,0,0.666666666666667,0.216666666666667,0,0,0.666666666666667,0.06,0,0,0,0,0.25
0.707686921511564,0.247058823529412,0.25,0.833333333333333,0.583333333333333,0.467849223946785,0.709677419354839,0.920948616600791,0.709010339734121,0.0902927580893683,0.25,0.679183135704875,0,0,0,0,0.666666666666667,0.216666666666667,0,0,0.666666666666667,0.06,0,0,0,0,0.26
0.707686921511564,0.247058823529412,0.25,0.833333333333333,0.583333333333333,0.467849223946785,0.709677419354839,0.920948616600791,0.709010339734121,0.0902927580893683,0.25,0.676712779973649,0,0,0,0,0.666666666666667,0.216666666666667,0,0,0.666666666666667,0.06,0.5,0.15,0,0,0.27
0.707686921511564,0.247058823529412,0.25,0.833333333333333,0.583333333333333,0.467849223946785,0.709677419354839,0.920948616600791,0.709010339734121,0.0902927580893683,0.25,0.674242424242424,0,0,0,0,0.666666666666667,0.216666666666667,0,0,0.666666666666667,0.06,0.5,0.3,0,0,0.26
0.707686921511564,0.247058823529412,0.25,0.833333333333333,0.583333333333333,0.467849223946785,0.709677419354839,0.920948616600791,0.709010339734121,0.0902927580893683,0.25,0.670125164690382,0,0,0,0,0.666666666666667,0.216666666666667,0,0,0.666666666666667,0.06,0.5,0.45,0,0,0.27
0.311152928819938,0.341176470588235,0,0,0.166666666666667,0.121064301552106,0.354838709677419,0.396574440052701,0.69423929098966,0.0231124807395994,0.25,0.0741106719367589,0.5,0.144045801526718,0,0,0.666666666666667,0.0625,0,0,0.333333333333333,0.015,0,0,0,0,0.09
0.311152928819938,0.341176470588235,0,0,0.166666666666667,0.121064301552106,0.354838709677419,0.396574440052701,0.69423929098966,0.0231124807395994,0.25,0.0741106719367589,0.5,0.086793893129771,0,0,0.666666666666667,0.1875,0,0,0.333333333333333,0.015,0,0,0,0,0.07
0.311152928819938,0.341176470588235,0,0,0.166666666666667,0.121064301552106,0.354838709677419,0.396574440052701,0.69423929098966,0.0231124807395994,0.25,0.0741106719367589,0.5,0.144045801526718,0,0,0.666666666666667,0.0625,0,0,0.333333333333333,0.015,0,0,0,0,0.06
0.311152928819938,0.341176470588235,0,0,0.166666666666667,0.121064301552106,0.354838709677419,0.396574440052701,0.69423929098966,0.0231124807395994,0.25,0.0741106719367589,0.5,0.115419847328244,0,0,0.666666666666667,0.125,0,0,0.333333333333333,0.015,0,0,0,0,0.11
0.311152928819938,0.341176470588235,0,0,0.166666666666667,0.121064301552106,0.354838709677419,0.396574440052701,0.69423929098966,0.0231124807395994,0.25,0.0741106719367589,0.5,0.144045801526718,0,0,0.666666666666667,0.0625,0,0,0.333333333333333,0.015,0,0,0,0,0.07
0.311152928819938,0.341176470588235,0,0,0.166666666666667,0.121064301552106,0.354838709677419,0.396574440052701,0.69423929098966,0.0231124807395994,0.25,0.0741106719367589,0.5,0.144045801526718,0,0,0.666666666666667,0.0625,0,0,0.333333333333333,0.015,0,0,0,0,0.29
0.311152928819938,0.341176470588235,0,0,0.166666666666667,0.121064301552106,0.354838709677419,0.396574440052701,0.69423929098966,0.0231124807395994,0.25,0.0741106719367589,0.5,0.115419847328244,0,0,0.666666666666667,0.125,0,0,0.333333333333333,0.015,0,0,0,0,0.16
0.311152928819938,0.341176470588235,0,0,0.166666666666667,0.121064301552106,0.354838709677419,0.396574440052701,0.69423929098966,0.0231124807395994,0.25,0.0741106719367589,0.5,0.086793893129771,0,0,0.666666666666667,0.1875,0,0,0.333333333333333,0.015,0,0,0,0,0.26
0.311152928819938,0.341176470588235,0,0,0.166666666666667,0.121064301552106,0.354838709677419,0.396574440052701,0.69423929098966,0.0231124807395994,0.25,0.0741106719367589,0.5,0.166946564885496,0,0,0.666666666666667,0.0125,0,0,0.333333333333333,0.015,0,0,0,0,0.33
0.311152928819938,0.341176470588235,0,0,0.166666666666667,0.121064301552106,0.354838709677419,0.396574440052701,0.69423929098966,0.0231124807395994,0.25,0.0741106719367589,0.5,0.144045801526718,0,0,0.666666666666667,0.0625,0,0,0.333333333333333,0.015,0,0,0,0,0.15
0.311152928819938,0.341176470588235,0,0,0.166666666666667,0.121064301552106,0.354838709677419,0.396574440052701,0.69423929098966,0.0231124807395994,0.25,0.0741106719367589,0.5,0.144045801526718,0,0,0.666666666666667,0.0625,0,0,0.333333333333333,0.015,0,0,0,0,0.16
0.674821119887967,0.564705882352941,0,0.666666666666667,0.333333333333333,0.257649667405765,0.709677419354839,0.69433465085639,0.369276218611521,0.306625577812018,0.25,0.308794466403162,0.5,0.286259541984733,0,0,0.333333333333333,0.166666666666667,0,0,0.333333333333333,0.05,1,0.25,0,0,0.7
0.674821119887967,0.564705882352941,0,0.666666666666667,0.333333333333333,0.257649667405765,0.709677419354839,0.69433465085639,0.369276218611521,0.306625577812018,0.25,0.292325428194993,0.5,0.286259541984733,0,0,0.333333333333333,0.25,0,0,0.333333333333333,0.05,1,0.25,0,0,0.55
0.674821119887967,0.564705882352941,0,0.666666666666667,0.333333333333333,0.257649667405765,0.709677419354839,0.69433465085639,0.369276218611521,0.306625577812018,0.25,0.275856389986825,0.5,0.286259541984733,0,0,0.333333333333333,0.333333333333333,0,0,0.333333333333333,0.05,1,0.25,0,0,0.4
0.674821119887967,0.564705882352941,0,0.666666666666667,0.333333333333333,0.257649667405765,0.709677419354839,0.69433465085639,0.369276218611521,0.306625577812018,0.25,0.308794466403162,0.5,0.286259541984733,0,0,0.666666666666667,0.166666666666667,0,0,0.333333333333333,0.05,1,0.25,0,0,0.21
0.674821119887967,0.564705882352941,0,0.666666666666667,0.333333333333333,0.257649667405765,0.709677419354839,0.69433465085639,0.369276218611521,0.306625577812018,0.25,0.275856389986825,0.5,0.286259541984733,0,0,0.666666666666667,0.333333333333333,0,0,0.333333333333333,0.05,1,0.25,0,0,0.18
0.674821119887967,0.564705882352941,0,0.666666666666667,0.333333333333333,0.257649667405765,0.709677419354839,0.69433465085639,0.369276218611521,0.306625577812018,0.25,0.308794466403162,0.5,0.286259541984733,0,0,1,0.166666666666667,0,0,0.333333333333333,0.05,1,0.25,0,0,0.37
0.674821119887967,0.564705882352941,0,0.666666666666667,0.333333333333333,0.257649667405765,0.709677419354839,0.69433465085639,0.369276218611521,0.306625577812018,0.25,0.292325428194993,0.5,0.286259541984733,0,0,1,0.25,0,0,0.333333333333333,0.05,1,0.25,0,0,0.3
0,0.129411764705882,0.5,0,0.0833333333333333,0.163192904656319,0,0,1,0.689984591679507,0.25,1,0,0,0,0,0.333333333333333,0.74,0,0,0.666666666666667,0.06,0,0,0,0,0.37
0,0.129411764705882,0.5,0,0.0833333333333333,0.163192904656319,0,0,1,1,0.5,0.372200263504611,0,0,0,0,0.333333333333333,0.666666666666667,1,0.357142857142857,0.666666666666667,0.04,0,0,0,0,0.52
0.352880680947901,0.4,0.25,0.5,0.0833333333333333,0.193791574279379,0.354838709677419,0.532279314888011,0.635155096011817,0.0348228043143297,0.25,0.135046113306983,0.5,0.53587786259542,0,0,0.333333333333333,0.0875,0,0,0.666666666666667,0.0175,0.5,0.175,0.2,0.391193595342067,0.31
0.352880680947901,0.4,0.25,0.5,0.0833333333333333,0.193791574279379,0.354838709677419,0.532279314888011,0.635155096011817,0.0348228043143297,0.25,0.135046113306983,0.5,0.53587786259542,0,0,0.333333333333333,0.0875,0,0,0.666666666666667,0.0175,0.5,0.175,0.2,0.391193595342067,0.28
0.407627841841535,0,1,1,0.583333333333333,1,0.290322580645161,0.434782608695652,0.69423929098966,0.0600924499229584,0.25,0.249209486166008,0,0,0,0,1,0.104,0,0,0.666666666666667,0.01,0,0,0,0,0.17
0.407627841841535,0,1,1,0.583333333333333,1,0.290322580645161,0.434782608695652,0.69423929098966,0.0600924499229584,0,0,0,0,0,0,0.333333333333333,0.039,0,0,0.666666666666667,0.01,0,0,0,0,0.15
0.567427408590622,0.388235294117647,0,0.666666666666667,0.333333333333333,0.219068736141907,0.612903225806452,0.779973649538867,0.649926144756278,0,0.25,0.00428194993412385,0.5,0.0198473282442748,0,0,0.333333333333333,0.00833333333333333,0,0,0.333333333333333,1,0,0,0,0,0.08
0.567427408590622,0.388235294117647,0,0.666666666666667,0.333333333333333,0.219068736141907,0.612903225806452,0.779973649538867,0.649926144756278,0,0.25,0.00477602108036891,0.5,0.0110687022900763,0,0,0,0,1,0.00892857142857143,0.333333333333333,1,0,0,0,0,0.09
1,1,0.25,0.5,1,0.381818181818182,1,1,0,0.0144838212634823,0.5,0.384716732542819,0,0,0,0,0.666666666666667,0.333333333333333,0,0,0.666666666666667,0.04,0,0,0.8,0.145560407569141,0.1
1,1,0.25,0.5,1,0.381818181818182,1,1,0,0.0144838212634823,0.5,0.384716732542819,0,0,0,0,0.666666666666667,0.1,0,0,0.666666666666667,0.04,0,0,0.8,0.145560407569141,0.15
0.579396512111332,0.494117647058824,0.25,0.333333333333333,0.5,0.116629711751663,0.580645161290323,0.488801054018445,0.428360413589365,0.0292758089368259,0.25,0.560177865612648,0,0,0,0,0,0,0.666666666666667,1,0.666666666666667,0.06,0,0,0,0,0.11
0.579396512111332,0.494117647058824,0.25,0.333333333333333,0.5,0.116629711751663,0.580645161290323,0.488801054018445,0.428360413589365,0.0292758089368259,0.25,0.652404479578393,0,0,0,0,0,0,0.666666666666667,0.5,0.666666666666667,0.06,0,0,0,0,0.15
