"Molecular..Weight","XLogP3","Hydrogen.Bond..Donor.Count","Hydrogen.Bond..Acceptor.Count","Rotatable.Bond..Count","Topological.Polar..Surface.Area","Heavy.Atom.Count","Complexity","logS","Amount.mg.","Type","Amount.mg..1","Type.1","Amount.mg..2","Binder","Amount.mg..3","Disintegrant","Amount.mg..4","Disintegrant.1","Amount.mg..5","Lubricant","Amount.mg..6","Lubricant.1","Amount.mg..7","Solubilzer","Amount.mg..8","Hardness.N.","Friability...","Thickness.mm.","Punch..mm.","y"
0.407627841841535,0,1,1,0.583333333333333,1,0.290322580645161,0.434782608695652,0.69423929098966,0.0600924499229584,0.25,0.236363636363636,0,0,0,0,0.333333333333333,0.039,0,0,0.666666666666667,0.01,0,0,0,0,0.291139240506329,0.452380952380952,0,0.4375,0.23
0.407627841841535,0,1,1,0.583333333333333,1,0.290322580645161,0.434782608695652,0.69423929098966,0.0600924499229584,1,0.235836627140975,0,0,0,0,0.333333333333333,0.039,0,0,0.666666666666667,0.01,0,0,0,0,0.411392405063291,0.457142857142857,0,0.4375,0.12
0.407627841841535,0,1,1,0.583333333333333,1,0.290322580645161,0.434782608695652,0.69423929098966,0.0600924499229584,1,0.249209486166008,0,0,0,0,1,0.104,0,0,0.666666666666667,0.01,0,0,0,0,0.582278481012658,0.485714285714286,0,0.4375,0.3
0.407627841841535,0,1,1,0.583333333333333,1,0.290322580645161,0.434782608695652,0.69423929098966,0.0600924499229584,0,0,0,0,0,0,1,0.104,0,0,0.666666666666667,0.01,0,0,0,0,0.651898734177215,0.466666666666667,0,0.4375,0.12
0.407627841841535,0,1,1,0.583333333333333,1,0.290322580645161,0.434782608695652,0.69423929098966,0.0600924499229584,0.25,0.218379446640316,0,0,0.666666666666667,0.06,0,0,0,0,0.666666666666667,0.01,0,0,0,0,0.348101265822785,0.461904761904762,0,0.4375,0.11
0.407627841841535,0,1,1,0.583333333333333,1,0.290322580645161,0.434782608695652,0.69423929098966,0.0600924499229584,1,0.218379446640316,0,0,0.666666666666667,0.06,0,0,0,0,0.666666666666667,0.01,0,0,0,0,0.683544303797468,0.538095238095238,0,0.4375,0.47
0.407627841841535,0,1,1,0.583333333333333,1,0.290322580645161,0.434782608695652,0.69423929098966,0.0600924499229584,0,0,0,0,0.666666666666667,0.06,0,0,0,0,0.666666666666667,0.01,0,0,0,0,0.765822784810127,0.438095238095238,0,0.4375,0.52
0,0.129411764705882,0.5,0,0.0833333333333333,0.163192904656319,0,0,1,0.689984591679507,0.25,1,0,0,0,0,0.333333333333333,0.74,0,0,0.666666666666667,0.06,0,0,0,0,0.284810126582278,0.40952380952381,0,0.69375,0.37
0,0.129411764705882,0.5,0,0.0833333333333333,0.163192904656319,0,0,1,0.689984591679507,0.25,1,0,0,0,0,0.333333333333333,0.61,0,0,0.666666666666667,0.06,0,0,0,0,0.259493670886076,0.419047619047619,0,0.6875,0.58
0,0.129411764705882,0.5,0,0.0833333333333333,0.163192904656319,0,0,1,0.689984591679507,0.25,0.960474308300395,0,0,0,0,0.333333333333333,0.54,0,0,0.666666666666667,0.06,0,0,0,0,0.30379746835443,0.266666666666667,0,0.6875,0.4
0,0.129411764705882,0.5,0,0.0833333333333333,0.163192904656319,0,0,1,0.689984591679507,0.25,0.960474308300395,0,0,0,0,0.333333333333333,0.54,0,0,0.666666666666667,0.06,0,0,0,0,0.316455696202532,0.30952380952381,0,0.6875,0.67
0,0.129411764705882,0.5,0,0.0833333333333333,0.163192904656319,0,0,1,1,0.5,0.438076416337286,0,0,0,0,0.333333333333333,0.333333333333333,0,0,0.666666666666667,0.04,0,0,0,0,0.284810126582278,0.40952380952381,0,0.69375,0.33
