"Molecular Weight?g/mol?","Topological Polar Surface Area","Rotatable Bond Count","Hydrogen Bond Donor Count","Hydrogen Bond Acceptor Count","Heavy Atom Count","Complexity","Covalently-Bonded Unit Count","Melting Point","y"
0.260952691375015,0.0813253012048193,0.230769230769231,0.0555555555555556,0.153846153846154,0.263736263736264,0.140062111801242,0,0.209106874059207,0.00200471056174719
0.215306228694822,0.118473895582329,0.0384615384615385,0.0555555555555556,0.192307692307692,0.230769230769231,0.171739130434783,0,0.293778223783241,0.0382905523841322
0.246272395430148,0.147791164658635,0.153846153846154,0.0555555555555556,0.192307692307692,0.252747252747253,0.191304347826087,0,0.24862017059709,0.00308835750913624
0.247312850182061,0.137550200803213,0.153846153846154,0.0555555555555556,0.153846153846154,0.252747252747253,0.157142857142857,0,0.208479678876066,0.00199996987853428
0.217388647197563,0.104819277108434,0.115384615384615,0.0555555555555556,0.115384615384615,0.197802197802198,0.103105590062112,0.2,0.331409934771701,0.00201051710935544
0.483441000405921,0.576305220883534,0.307692307692308,0.444444444444444,0.615384615384615,0.494505494505495,0.154037267080745,0.4,0.226041144004014,0.0299436401972775
0.281763295412191,0.283132530120482,0.153846153846154,0.333333333333333,0.346153846153846,0.274725274725275,0.174534161490683,0.6,0.279979929754139,0.00566501301029573
0.566586086124604,0.407630522088353,0.269230769230769,0.333333333333333,0.538461538461538,0.582417582417582,0.450310559006211,0,0.293778223783241,0.00202314635040337
0.0226696907004924,0.0748995983935743,0,0.0555555555555556,0.0769230769230769,0.021978021978022,0.00962732919254658,0,0.0398896136477672,0.364908855348012
0.402631845007704,0.291164658634538,0.5,0.222222222222222,0.346153846153846,0.428571428571429,0.214285714285714,0.2,0.140742599096839,0.00199969043843064
0.35560087582297,0.365461847389558,0.0769230769230769,0.388888888888889,0.346153846153846,0.340659340659341,0.298447204968944,0.2,0.296914199698946,0.00255125185537342
0.231955013724345,0.477911646586345,0.269230769230769,0.222222222222222,0.307692307692308,0.197802197802198,0.145652173913043,0,0.224159558454591,0.0023625390581054
0.253378271321023,0.079718875502008,0.153846153846154,0.111111111111111,0.192307692307692,0.252747252747253,0.124844720496894,0.2,0.205343702960361,0.364908855348012
0.423856669247055,0.123092369477912,0.615384615384615,0,0.346153846153846,0.428571428571429,0.237577639751553,0,0.301304565980933,0.0020109163095035
0.00302403382571968,0.0813253012048193,0,0.111111111111111,0.0769230769230769,0,0,0,0.298795785248369,0.00251496093282187
0.434652801984635,0.369477911646586,0.307692307692308,0.222222222222222,0.461538461538462,0.428571428571429,0.170186335403727,0.4,0.305067737079779,0.00200507347097271
0.362512845353264,0.429718875502008,0.461538461538462,0.111111111111111,0.461538461538462,0.362637362637363,0.300621118012422,0,0.296914199698946,0.00205225167028971
0.0937442940978526,0.0184738955823293,0,0,0.0384615384615385,0.0989010989010989,0.0509316770186335,0,0.0209483191169092,0.00326981212189395
0.242085677940398,0.224899598393574,0.346153846153846,0.166666666666667,0.269230769230769,0.21978021978022,0.10776397515528,0.2,0.106246864024084,0.0109634877028209
0.252345361563685,0.271084337349398,0.0769230769230769,0.222222222222222,0.230769230769231,0.252747252747253,0.0611801242236025,0.4,0.118790767686904,0.0196370181926395
0.370125744879589,0.387550200803213,0.0769230769230769,0.111111111111111,0.346153846153846,0.351648351648352,0.300310559006211,0.4,0.271199197190166,0.00222826264466469
0.0453273094096645,0.173092369477912,0,0.111111111111111,0.0769230769230769,0.043956043956044,0.00962732919254658,0.2,0.185524335173106,0.199785157738495
0.13630485399681,0.257028112449799,0.192307692307692,0.277777777777778,0.153846153846154,0.120879120879121,0.0546583850931677,0.2,0.325137982940291,0.0680491088763967
0.229613801907676,0.295180722891566,0.153846153846154,0.166666666666667,0.307692307692308,0.241758241758242,0.235093167701863,0,0.470647265429001,0.00505895460368498
0.379243870823657,0.198995983935743,0.230769230769231,0.0555555555555556,0.307692307692308,0.395604395604396,0.350931677018634,0,0.357752132463623,0.00202866257063121
0.485107689707571,0.191967871485944,0.192307692307692,0.111111111111111,0.192307692307692,0.241758241758242,0.126708074534161,0.2,0.315730055193176,0.00200106695312302
0.171096332981737,0.0825301204819277,0.192307692307692,0.166666666666667,0.0769230769230769,0.164835164835165,0.0677018633540373,0.2,0.0661063723030607,0.00219596372359382
0.119221477279758,0,0,0,0.307692307692308,0.0989010989010989,0.0372670807453416,0,0.204214751630707,0.00200169841517541
0.155524973177544,0.259036144578313,0.0769230769230769,0,0.307692307692308,0.153846153846154,0.0832298136645963,0,0.106874059207225,0.00219922990662346
0.391315107644438,0.457831325301205,0.307692307692308,0.555555555555556,0.461538461538462,0.384615384615385,0.0888198757763975,0.4,0.170220772704466,0.0792992948673748
0.177470344398822,0.305220883534137,0.0769230769230769,0.277777777777778,0.307692307692308,0.175824175824176,0.0978260869565217,0,0.163321625689915,0.00383957960595316
0.303675468657338,0.367469879518072,0.346153846153846,0.222222222222222,0.461538461538462,0.296703296703297,0.133229813664596,0.2,0.272453587556448,0.00299400111050223
0.0687575355633319,0.174096385542169,0.115384615384615,0.222222222222222,0.153846153846154,0.0659340659340659,0.0167701863354037,0,0.145132965378826,0.0745814749356743
0.103505253579723,0.22289156626506,0,0.166666666666667,0.0769230769230769,0.0989010989010989,0.0698757763975155,0,0.470647265429001,0.0151732347187998
0.277230262671441,0.251004016064257,0.0384615384615385,0.166666666666667,0.307692307692308,0.274725274725275,0.183229813664596,0.2,0.216633216256899,0.00526581286222877
0.514469790596221,0.403614457831325,0.461538461538462,0.333333333333333,0.423076923076923,0.527472527472527,0.319875776397516,0.2,0.229490717511289,0.00200507347097271
0.373521746937864,0.236947791164659,0.307692307692308,0.111111111111111,0.269230769230769,0.362637362637363,0.265217391304348,0.2,0.259909683893628,0.00203954984739667
0.310399567822711,0.419678714859438,0.346153846153846,0.333333333333333,0.346153846153846,0.32967032967033,0.238198757763975,0,0.332664325137983,0.0020002104873508
0.145038185217545,0.305220883534137,0.0769230769230769,0.111111111111111,0.269230769230769,0.120879120879121,0.0922360248447205,0,0.345835423983944,0.00235528087359509
0.115168306193988,0.105020080321285,0.153846153846154,0.0555555555555556,0.115384615384615,0.0989010989010989,0.0363354037267081,0.2,0.281234320120421,0.364908855348012
0.39280524407303,0.234939759036145,0.0769230769230769,0.166666666666667,0.346153846153846,0.428571428571429,0.123291925465839,0.4,0.265002508780733,0.00199988553843027
0.252914254154651,0.373493975903614,0.153846153846154,0.277777777777778,0.461538461538462,0.241758241758242,0.159627329192547,0,0.345208228800803,0.00328069939865941
0.142032259378806,0.210843373493976,0.307692307692308,0.111111111111111,0.153846153846154,0.142857142857143,0.0658385093167702,0,0.150777722027095,0.00370530319251246
0.0347439455191032,0.15140562248996,0,0.166666666666667,0.0769230769230769,0.032967032967033,0.0133229813664596,0,0.250501756146513,0.364908855348012
0.243299667567539,0.190361445783133,0.461538461538462,0.166666666666667,0.192307692307692,0.252747252747253,0.145652173913043,0,0.103110888108379,0.00202071485859242
0.321948691018891,0.08714859437751,0.423076923076923,0,0.115384615384615,0.340659340659341,0.229503105590062,0,0.213497240341194,0.00200812190846703
