"Molecular Weight?g/mol?","Topological Polar Surface Area","Rotatable Bond Count","Hydrogen Bond Donor Count","Hydrogen Bond Acceptor Count","Heavy Atom Count","Complexity","Covalently-Bonded Unit Count","Melting Point","y"
0.194981522308285,0.0748995983935743,0,0.0555555555555556,0.0769230769230769,0.208791208791209,0.15776397515528,0,0.213497240341194,0.00200812190846703
0.238258856691882,0.0427710843373494,0.230769230769231,0.111111111111111,0.192307692307692,0.230769230769231,0.0956521739130435,0.2,0.245484194681385,0.0201450911083611
0.36218916508599,0.19718875502008,0.269230769230769,0.166666666666667,0.230769230769231,0.362637362637363,0.203416149068323,0.2,0.200953336678374,0.00199972055989635
0.305193521565858,0.186947791164659,0.0769230769230769,0.111111111111111,0.269230769230769,0.318681318681319,0.287267080745342,0,0.357752132463623,0.00202866257063121
0.146531339643967,0.158433734939759,0.0769230769230769,0.111111111111111,0.153846153846154,0.153846153846154,0.120496894409938,0,0.219141996989463,0.0292178217462466
0.215565776508207,0.175301204819277,0.0384615384615385,0.0555555555555556,0.153846153846154,0.21978021978022,0.152484472049689,0,0.193426994480682,0.00203592075514152
0.161614538299147,0.289156626506024,0.115384615384615,0.222222222222222,0.269230769230769,0.164835164835165,0.0944099378881988,0,0.238585047666834,0.0535327398557799
0.248492887333614,0.242971887550201,0.269230769230769,0.166666666666667,0.269230769230769,0.252747252747253,0.180745341614907,0,0.163948820873056,0.0114352696959909
0.167679204938652,0.0991967871485944,0.115384615384615,0,0.115384615384615,0.175824175824176,0.0875776397515528,0.2,0.21098845960863,0.00200540008927567
0.151093797863559,0.0933734939759036,0.115384615384615,0.0555555555555556,0.115384615384615,0.164835164835165,0.0860248447204969,0,0.21098845960863,0.00200540008927567
0.186519810892256,0.285140562248996,0.192307692307692,0.166666666666667,0.307692307692308,0.186813186813187,0.0847826086956522,0.2,0.332664325137983,0.00356013950230629
0.258451525673353,0.116867469879518,0.0769230769230769,0.111111111111111,0.0769230769230769,0.274725274725275,0.21055900621118,0,0.336427496236829,0.0020038758705285
0.27272816440845,0.174698795180723,0.230769230769231,0.111111111111111,0.192307692307692,0.296703296703297,0.127950310559006,0.2,0.243602609131962,0.0172418173042377
0.282590981317084,0.146184738955823,0.269230769230769,0.0555555555555556,0.192307692307692,0.296703296703297,0.206832298136646,0,0.237957852483693,0.00199977499628018
0.325190020688375,0.156024096385542,0.307692307692308,0.0555555555555556,0.230769230769231,0.318681318681319,0.163354037267081,0.2,0.249874560963372,0.0019999274181549
0.284050937767376,0.152008032128514,0.384615384615385,0.166666666666667,0.192307692307692,0.307692307692308,0.15776397515528,0,0.162694430506774,0.00199984140866845
