Molecular Weight?g/mol?,Topological Polar Surface Area,Rotatable Bond Count,Hydrogen Bond Donor Count,Hydrogen Bond Acceptor Count,Heavy Atom Count,Complexity,Covalently-Bonded Unit Count,Melting Point,,y,
0.213859053,0.105395683,0.162162162,0.166666667,0.153846154,0.204081633,0.122807018,0.166666667,0.187012124,0,0.586826347,0
0.077630112,0.103417266,0.027027027,0.111111111,0.115384615,0.081632653,0.046666667,0,0.143829929,0,0.578443114,0
0.088411274,0.150359712,0.027027027,0.166666667,0.153846154,0.091836735,0.056140351,0,0.247633284,0,0.51497006,0
0.202804323,0.067086331,0.054054054,0.055555556,0.076923077,0.214285714,0.213684211,0,0.211924929,0,0.670658683,0
0.20422027,0.083633094,0.054054054,0.055555556,0.115384615,0.214285714,0.167017544,0,0.138432154,0,0.683233533,0
0.291887669,0.167446043,0.054054054,0.111111111,0.269230769,0.295918367,0.304561404,0,0.221059625,0,0.479041916,0
0.101349386,0.150899281,0.054054054,0.055555556,0.153846154,0.102040816,0.059649123,0,0.145905996,0,0.441916168,0
0.113603938,0.134172662,0.216216216,0.111111111,0.153846154,0.112244898,0.051578947,0,0.101062946,0,0.537125749,0
0.276657617,0.228417266,0.081081081,0,0.307692308,0.275510204,0.260350877,0.333333333,0.260920113,0,0.576047904,0
0.295984726,0.318345324,0.135135135,0.333333333,0.346153846,0.255102041,0.155087719,0.166666667,0.184936057,0,0.54491018,0
0.183648822,0.074820144,0,0.111111111,0.038461538,0.183673469,0.132631579,0.166666667,0.18410563,0,0.653293413,0
0.306939651,0.275179856,0.162162162,0.222222222,0.307692308,0.316326531,0.193333333,0.166666667,0.175386148,0,0.51497006,0
0.208693573,0.052338129,0.108108108,0.111111111,0.076923077,0.153061224,0.086666667,0.166666667,0.206527155,0,0.658682635,0
0.110002319,0.130755396,0.081081081,0.222222222,0.153846154,0.112244898,0.054035088,0,0.188257764,0,0.361077844,0
0.286157821,0.156654676,0.189189189,0.055555556,0.192307692,0.306122449,0.239298246,0,0.162514532,0,0.80239521,0
0.277567356,0.154136691,0.054054054,0,0.192307692,0.275510204,0.287017544,0,0.124314898,0,0.609580838,0
0.189067765,0.113848921,0.135135135,0.055555556,0.153846154,0.204081633,0.126666667,0,0.144245142,0,0.694011976,0
0.252290683,0.155395683,0.081081081,0.055555556,0.269230769,0.244897959,0.20245614,0,0.143829929,0,0.676646707,0
0.29257482,0.246402878,0.216216216,0.222222222,0.269230769,0.285714286,0.161052632,0.166666667,0.091305431,0,0.59760479,0
0.231426998,0.022482014,0.027027027,0.055555556,0.076923077,0.193877551,0.129824561,0.166666667,0.114764989,0,0.658682635,0
0.120780609,0.105935252,0.135135135,0.111111111,0.153846154,0.12244898,0.052982456,0,0.078018602,0,0.526347305,0
0.204251863,0.061330935,0.027027027,0,0.076923077,0.214285714,0.206666667,0,0.113104136,0,0.674850299,0
0.278849751,0.064568345,0.081081081,0.055555556,0.115384615,0.265306122,0.195789474,0.166666667,0.199468527,0,0.736526946,0
0.149519605,0.188848921,0.189189189,0.111111111,0.153846154,0.153061224,0.086315789,0,0.138432154,0,0.461077844,0
0.16538152,0.16294964,0.243243243,0.111111111,0.153846154,0.163265306,0.098596491,0,0.087360904,0,0.568862275,0
0.228630286,0.196043165,0.135135135,0.166666667,0.192307692,0.224489796,0.181754386,0,0.14881249,0,0.580838323,0
0.085590149,0.115647482,0.054054054,0.166666667,0.153846154,0.071428571,0.043508772,0,0.177462216,0,0.336526946,0
0.102100442,0.170143885,0.027027027,0.111111111,0.153846154,0.091836735,0.074035088,0,0.15005813,0,0.405988024,0
0.268898627,0.181654676,0.108108108,0.111111111,0.230769231,0.275510204,0.275789474,0,0.195316393,0,0.539520958,0
0.290440128,0.167446043,0.054054054,0.111111111,0.269230769,0.295918367,0.319298246,0,0.201959807,0,0.508982036,0
0.298362829,0.25,0.189189189,0.166666667,0.230769231,0.295918367,0.244561404,0,0.179953496,0,0.55748503,0
0.245905277,0.206834532,0.108108108,0.055555556,0.192307692,0.224489796,0.188070175,0.166666667,0.191579472,0,0.552694611,0
0.229273638,0.13794964,0.135135135,0.055555556,0.307692308,0.234693878,0.157192982,0,0.119332337,0,0.502994012,0
0.198369794,0.14676259,0.135135135,0.055555556,0.269230769,0.204081633,0.125614035,0,0.128051819,0,0.467065868,0
0.273827158,0.064568345,0.216216216,0.111111111,0.153846154,0.255102041,0.131929825,0.166666667,0.172894868,0,0.604790419,0
0.204251863,0.053057554,0.108108108,0.055555556,0.076923077,0.214285714,0.154035088,0,0.178707856,0,0.781317365,0
0.168990319,0.034892086,0,0,0.115384615,0.183673469,0.121052632,0,0.108121574,0,0.616766467,0
0.277617618,0.109172662,0.162162162,0.166666667,0.115384615,0.285714286,0.241403509,0,0.106875934,0,0.74251497,0
0.2437433,0.147302158,0.189189189,0.055555556,0.192307692,0.255102041,0.170175439,0,0.145490782,0,0.580838323,0
0.515512595,0.329136691,0.216216216,0.222222222,0.538461538,0.510204082,0.41754386,0,0.195316393,0,0.632335329,0
0.269478792,0.06528777,0.135135135,0.055555556,0.153846154,0.234693878,0.163508772,0.166666667,0.164175386,0,0.652694611,0
0.273199603,0.111330935,0.108108108,0,0.230769231,0.285714286,0.256491228,0,0.153795051,0,0.592814371,0
0.197697721,0.133633094,0.081081081,0,0.153846154,0.214285714,0.170877193,0,0.143829929,0,0.497005988,0
0.242883105,0.075359712,0.027027027,0.111111111,0.153846154,0.204081633,0.154385965,0.166666667,0.236422521,0,0.550898204,0
0.159593511,0.114028777,0,0.055555556,0.076923077,0.173469388,0.134035088,0,0.191579472,0,0.532934132,0
0.277525711,0.172482014,0.27027027,0.111111111,0.230769231,0.285714286,0.217192982,0,0.103139013,0,0.616766467,0
0.22895627,0.09028777,0.054054054,0.111111111,0.115384615,0.224489796,0.155087719,0.166666667,0.194485966,0,0.598802395,0
0.209183267,0.21942446,0.243243243,0.055555556,0.307692308,0.214285714,0.141754386,0,0.098156452,0,0.479041916,0
0.193749295,0.021582734,0.108108108,0.111111111,0.038461538,0.193877551,0.103859649,0.166666667,0.153795051,0,0.724550898,0
0.230765696,0.244604317,0.054054054,0.111111111,0.269230769,0.214285714,0.220350877,0,0.223550905,0,0.648502994,0
0.263828645,0.224820144,0.027027027,0.166666667,0.307692308,0.255102041,0.207017544,0.166666667,0.143414715,0,0.514371257,0
0.18331494,0.140827338,0.081081081,0,0.153846154,0.204081633,0.147368421,0,0.16583624,0,0.592814371,0
0.245506054,0.132374101,0.135135135,0.166666667,0.153846154,0.224489796,0.169473684,0.166666667,0.21690749,0,0.538922156,0
0.221004131,0.125899281,0,0.166666667,0.192307692,0.214285714,0.189122807,0.166666667,0.218983558,0,0.492814371,0
0.117862551,0.190647482,0.027027027,0.055555556,0.192307692,0.12244898,0.110526316,0,0.188672978,0,0.275449102,0
0.156000508,0.190647482,0.108108108,0,0.192307692,0.142857143,0.121052632,0,0.11850191,0,0.422155689,0
0.165919321,0.074820144,0.135135135,0.055555556,0.153846154,0.12244898,0.074385965,0,0.05289819,0,0.491017964,0
0.231075883,0.106115108,0.027027027,0.111111111,0.192307692,0.224489796,0.194035088,0.166666667,0.194485966,0,0.461077844,0
0.226828041,0.036510791,0.189189189,0.055555556,0.076923077,0.224489796,0.121403509,0.166666667,0.207772795,0,0.678443114,0
0.163258316,0.042266187,0,0.055555556,0.076923077,0.173469388,0.125263158,0,0.177462216,0,0.629341317,0
0.169668136,0.104496403,0.027027027,0.055555556,0.153846154,0.183673469,0.139298246,0,0.175435974,0,0.592814371,0
0.172897099,0.058093525,0.135135135,0.111111111,0.076923077,0.163265306,0.08,0.166666667,0.069506726,0,0.589221557,0
0.182907819,0.05881295,0.027027027,0,0.076923077,0.183673469,0.141403509,0,0.116841056,0,0.611976048,0
0.209054022,0.110971223,0.027027027,0.111111111,0.115384615,0.193877551,0.155438596,0,0.172894868,0,0.586227545,0
0.19085206,0.074640288,0.162162162,0.166666667,0.115384615,0.183673469,0.090175439,0.166666667,0.092343465,0,0.651497006,0
0.177536266,0.257194245,0.054054054,0.055555556,0.269230769,0.173469388,0.124210526,0,0.214831423,0,0.449101796,0
0.226060471,0.032014388,0.108108108,0,0.038461538,0.234693878,0.138947368,0,0.141338648,0,0.808383234,0
0.087720533,0.15323741,0,0.111111111,0.076923077,0.081632653,0.066666667,0,0.272546089,0,0.443712575,0
0.215629705,0.11942446,0.108108108,0,0.153846154,0.224489796,0.178245614,0.166666667,0.146321209,0,0.604790419,0
0.205118521,0.068884892,0.027027027,0.055555556,0.192307692,0.193877551,0.182105263,0,0.128882245,0,0.718562874,0
0.194180111,0.067086331,0.135135135,0.055555556,0.076923077,0.204081633,0.198947368,0,0.162929746,0,0.820359281,0
0.011533654,0.036330935,0,0.055555556,0.038461538,0.010204082,0.000982456,0,0.08694569,0,0.446107784,0
0.292875673,0.147661871,0.108108108,0.166666667,0.307692308,0.285714286,0.255087719,0.166666667,0.211924929,0,0.616766467,0
0.109600943,0.094064748,0.108108108,0.055555556,0.115384615,0.091836735,0.041052632,0.166666667,0.186181697,0,0.216766467,0
0.278952429,0.145143885,0.081081081,0.055555556,0.230769231,0.285714286,0.312982456,0,0.259674473,0,0.562874251,0
0.246908359,0.089568345,0.135135135,0.111111111,0.153846154,0.244897959,0.17122807,0.166666667,0.218568344,0,0.646706587,0
0.213859053,0.089568345,0.189189189,0.111111111,0.153846154,0.204081633,0.116140351,0.166666667,0.124730111,0,0.586826347,0
0.267451086,0.181654676,0.108108108,0.111111111,0.230769231,0.275510204,0.290175439,0,0.207772795,0,0.54011976,0
0.242548504,0.131115108,0.081081081,0.166666667,0.269230769,0.234693878,0.200350877,0.166666667,0.225211759,0,0.45988024,0
0.283974303,0.221223022,0.054054054,0.111111111,0.269230769,0.285714286,0.20877193,0.166666667,0.139262581,0,0.574850299,0
0.107813776,0.114388489,0.081081081,0.055555556,0.153846154,0.112244898,0.074385965,0,0.124730111,0,0.514371257,0
0.322486352,0.167446043,0.162162162,0.055555556,0.192307692,0.275510204,0.154736842,0.166666667,0.146321209,0,0.808383234,0
0.308723227,0.156654676,0.216216216,0.111111111,0.230769231,0.306122449,0.173684211,0.166666667,0.160438465,0,0.754491018,0
0.090660132,0.036330935,0.027027027,0.055555556,0.038461538,0.091836735,0.042105263,0,0.048330842,0,0.646706587,0
0.124692416,0.09442446,0.081081081,0.222222222,0.115384615,0.112244898,0.045614035,0.166666667,0.130958313,0,0.424550898,0
0.180105363,0.043884892,0.081081081,0.111111111,0.038461538,0.173469388,0.105964912,0.166666667,0.122238831,0,0.634730539,0
0.2138928,0.005755396,0.135135135,0.055555556,0.038461538,0.214285714,0.150175439,0.166666667,0.175801362,0,0.796407186,0
0.196273875,0.11205036,0.135135135,0.055555556,0.192307692,0.204081633,0.146666667,0,0.061617671,0,0.501796407,0
0.253378492,0.076258993,0.054054054,0,0.115384615,0.255102041,0.199649123,0,0.124730111,0,0.754491018,0
0.199184035,0.080215827,0.081081081,0,0.076923077,0.204081633,0.135438596,0,0.104799867,0,0.748502994,0
0.187715004,0.005755396,0.135135135,0,0.038461538,0.204081633,0.150175439,0,0.175801362,0,0.796407186,0
0.243666471,0.156654676,0.135135135,0.055555556,0.307692308,0.234693878,0.168421053,0,0.162099319,0,0.556886228,0
0.195906246,0.027517986,0.108108108,0.111111111,0.076923077,0.193877551,0.093684211,0.166666667,0.191994685,0,0.736526946,0
0.153864381,0.079316547,0.135135135,0,0.115384615,0.163265306,0.097192982,0,0.13087527,0,0.625748503,0
0.196227204,0.115827338,0.081081081,0,0.192307692,0.204081633,0.161754386,0,0.18036871,0,0.502994012,0
0.313016306,0.176438849,0.189189189,0.166666667,0.269230769,0.306122449,0.178947368,0.166666667,0.138432154,0,0.700598802,0
0.07185431,0.104676259,0,0.111111111,0.115384615,0.071428571,0.069824561,0,0.24721807,0,0.389820359,0
0.349250776,0.264388489,0.081081081,0.111111111,0.346153846,0.326530612,0.33754386,0.333333333,0.178292642,0,0.552694611,0
0.297574436,0.327338129,0.054054054,0.333333333,0.346153846,0.306122449,0.335438596,0,0.179538283,0,0.441916168,0
0.227135356,0.197841727,0.135135135,0.055555556,0.269230769,0.234693878,0.213333333,0,0.156286331,0,0.574850299,0
0.21636999,0.194244604,0.054054054,0.111111111,0.230769231,0.214285714,0.214385965,0,0.177877429,0,0.626347305,0
0.216370708,0.131115108,0.081081081,0.111111111,0.269230769,0.224489796,0.200350877,0,0.225211759,0,0.45988024,0
0.279929662,0.192446043,0.108108108,0.111111111,0.307692308,0.275510204,0.190877193,0.166666667,0.244311576,0,0.520958084,0
0.165919321,0.074820144,0.135135135,0.055555556,0.153846154,0.12244898,0.076491228,0,0.045839562,0,0.494610778,0
0.240688099,0.334532374,0.108108108,0.277777778,0.461538462,0.224489796,0.180350877,0,0.228533466,0,0.275449102,0
0.079818655,0.083093525,0.027027027,0.055555556,0.076923077,0.081632653,0.065964912,0,0.066185019,0,0.465868263,0
0.146666887,0.217625899,0.081081081,0.222222222,0.230769231,0.132653061,0.055789474,0.166666667,0.033383159,0,0.508982036,0
0.175377161,0.084892086,0.054054054,0.055555556,0.115384615,0.183673469,0.124912281,0.166666667,0.250124564,0,0.591017964,0
0.101409701,0.113848921,0.081081081,0.111111111,0.115384615,0.102040816,0.056842105,0,0.14881249,0,0.377245509,0
0.31950439,0.172482014,0.27027027,0.166666667,0.230769231,0.316326531,0.227368421,0.166666667,0.116425843,0,0.634730539,0
0.158204131,0.083633094,0.162162162,0.055555556,0.115384615,0.163265306,0.095789474,0,0.064108952,0,0.646706587,0
0.081280556,0.072122302,0.108108108,0,0.076923077,0.081632653,0.030842105,0,0.116425843,0,0.607784431,0
0.287597463,0.172482014,0.27027027,0.111111111,0.230769231,0.295918367,0.22245614,0,0.113104136,0,0.652694611,0
0.302268891,0.151798561,0.189189189,0.055555556,0.230769231,0.285714286,0.198245614,0.166666667,0.16832752,0,0.610778443,0
0.066851822,0.09028777,0.027027027,0.055555556,0.115384615,0.071428571,0.04,0,0.209101478,0,0.464670659,0
0.207327887,0.114388489,0.135135135,0.055555556,0.153846154,0.204081633,0.142105263,0,0.079471849,0,0.760479042,0
0.237543144,0.094604317,0.189189189,0,0.153846154,0.234693878,0.160701754,0,0.079471849,0,0.760479042,0
0.081234603,0.08381295,0,0,0.115384615,0.081632653,0.069122807,0,0.050822123,0,0.443113772,0
0.082004327,0.067086331,0.135135135,0.055555556,0.076923077,0.081632653,0.03277193,0,0.116425843,0,0.607784431,0
0.146613753,0.137410072,0.027027027,0.055555556,0.269230769,0.132653061,0.083508772,0,0.111443282,0,0.580838323,0
0.558541028,0.402877698,0.351351351,0.277777778,0.538461538,0.571428571,0.58245614,0,0.205281515,0,0.586826347,0
0.213125948,0.05557554,0.027027027,0.055555556,0.153846154,0.214285714,0.204912281,0,0.165005813,0,0.636526946,0
0.289686919,0.153776978,0.216216216,0.111111111,0.192307692,0.295918367,0.209122807,0.166666667,0.174970935,0,0.71257485,0
0.172156096,0.068884892,0.108108108,0.111111111,0.115384615,0.163265306,0.087368421,0.166666667,0.199468527,0,0.45508982,0
0.40188568,0.267985612,0.189189189,0.166666667,0.384615385,0.408163265,0.280350877,0.166666667,0.200298954,0,0.622754491,0
0.218445804,0.093884892,0.108108108,0.055555556,0.115384615,0.183673469,0.10877193,0.166666667,0.24846371,0,0.713173653,0
0.206879839,0.093884892,0.108108108,0.055555556,0.115384615,0.183673469,0.10877193,0.166666667,0.24846371,0,0.713173653,0
0.148105811,0.083273381,0,0.055555556,0.038461538,0.163265306,0.114385965,0,0.18285999,0,0.589820359,0
0.26447415,0.083633094,0.135135135,0.055555556,0.153846154,0.224489796,0.14877193,0.166666667,0.173517688,0,0.383832335,0
0.352855985,0.168705036,0.135135135,0.055555556,0.230769231,0.336734694,0.357894737,0,0.194485966,0,0.568862275,0
0.340767297,0.192446043,0.216216216,0.055555556,0.307692308,0.346938776,0.368421053,0,0.205281515,0,0.559281437,0
0.097377984,0.164568345,0.054054054,0.222222222,0.038461538,0.081632653,0.046315789,0.166666667,0.199053313,0,0.413173653,0
0.148074936,0.159532374,0.054054054,0.111111111,0.153846154,0.153061224,0.122105263,0,0.146736423,0,0.368862275,0
0.28037053,0.224820144,0.081081081,0.111111111,0.269230769,0.275510204,0.22,0.166666667,0.243481149,0,0.568862275,0
0.172473464,0.099100719,0.054054054,0.055555556,0.230769231,0.173469388,0.114736842,0,0.15005813,0,0.610778443,0
0.097067079,0.094064748,0.081081081,0.055555556,0.115384615,0.102040816,0.052982456,0,0.089021757,0,0.554491018,0
0.332100722,0.307553957,0.324324324,0.222222222,0.384615385,0.336734694,0.223859649,0.166666667,0.131996346,0,0.447305389,0
0.162334217,0.163129496,0.027027027,0.111111111,0.192307692,0.142857143,0.084912281,0,0.192825112,0,0.592814371,0
0.281440389,0.125179856,0.162162162,0.055555556,0.230769231,0.275510204,0.185614035,0.166666667,0.18036871,0,0.600598802,0
0.193747141,0.05881295,0.108108108,0.111111111,0.115384615,0.183673469,0.098947368,0.166666667,0.162514532,0,0.586826347,0
0.190087362,0.077517986,0.027027027,0,0.115384615,0.193877551,0.142807018,0,0.202375021,0,0.724550898,0
0.287474681,0.208633094,0.135135135,0.111111111,0.346153846,0.275510204,0.263157895,0,0.172064441,0,0.592814371,0
0.347163474,0.078776978,0.189189189,0.111111111,0.115384615,0.336734694,0.218596491,0.166666667,0.197060289,0,0.77245509,0
0.153843558,0.067086331,0.081081081,0.055555556,0.115384615,0.163265306,0.100350877,0,0.104384654,0,0.692215569,0
0.169694702,0.152158273,0.216216216,0.166666667,0.153846154,0.173469388,0.092280702,0,0.144660355,0,0.452694611,0
0.158105761,0.103417266,0.054054054,0.111111111,0.192307692,0.163265306,0.109122807,0,0.187427338,0,0.708982036,0
0.193749295,0.021582734,0.081081081,0.111111111,0.038461538,0.193877551,0.107719298,0.166666667,0.190333832,0,0.713173653,0
0.3600384,0.124280576,0.189189189,0,0.230769231,0.346938776,0.257894737,0,0.133864807,0,0.703592814,0
0.184786175,0.11205036,0.108108108,0.111111111,0.115384615,0.193877551,0.140350877,0,0.13428002,0,0.592814371,0
0.342115032,0.092805755,0.27027027,0.055555556,0.192307692,0.326530612,0.227719298,0.166666667,0.081963129,0,0.724550898,0
0.200196452,0.156115108,0.162162162,0.222222222,0.192307692,0.173469388,0.115789474,0.166666667,0.184313237,0,0.45748503,0
0.258072947,0.284172662,0.135135135,0.222222222,0.269230769,0.255102041,0.245263158,0,0.196562033,0,0.479041916,0
0.212844482,0.083633094,0.162162162,0.055555556,0.115384615,0.224489796,0.189122807,0,0.202790234,0,0.826347305,0
0.257392976,0.223021583,0.135135135,0.055555556,0.230769231,0.234693878,0.194035088,0.166666667,0.115595416,0,0.568263473,0
0.27535081,0.26618705,0.243243243,0.222222222,0.307692308,0.265306122,0.174736842,0.166666667,0.153795051,0,0.498802395,0
0.260565934,0.168345324,0.189189189,0.111111111,0.192307692,0.244897959,0.163508772,0.166666667,0.165005813,0,0.580838323,0
0.17897878,0.111690647,0.108108108,0,0.115384615,0.183673469,0.123859649,0.166666667,0.142169075,0,0.610179641,0
0.111788768,0.04676259,0.054054054,0.111111111,0.038461538,0.102040816,0.039298246,0.166666667,0.18285999,0,0.556886228,0
0.14945929,0.217625899,0.054054054,0.055555556,0.230769231,0.153061224,0.136842105,0,0.19988374,0,0.41497006,0
0.186914405,0.190647482,0.135135135,0.111111111,0.269230769,0.193877551,0.107719298,0,0.179538283,0,0.49760479,0
0.219896217,0.121582734,0.189189189,0.166666667,0.153846154,0.193877551,0.105263158,0.166666667,0.13490284,0,0.6,0
0.227889283,0.248201439,0.108108108,0.166666667,0.230769231,0.224489796,0.210526316,0,0.284005979,0,0.482035928,0
0.240824524,0.284172662,0.108108108,0.222222222,0.269230769,0.234693878,0.207017544,0,0.173725295,0,0.495209581,0
0.16103818,0.097841727,0.108108108,0.055555556,0.115384615,0.173469388,0.116140351,0,0.090682611,0,0.62994012,0
0.239376983,0.284172662,0.108108108,0.222222222,0.269230769,0.234693878,0.220701754,0,0.176216575,0,0.419161677,0
0.235357473,0.123201439,0.108108108,0.055555556,0.153846154,0.234693878,0.17754386,0,0.138016941,0,0.698802395,0
0.240115114,0.228417266,0.216216216,0.166666667,0.269230769,0.234693878,0.185263158,0,0.204035874,0,0.598802395,0
0.200616497,0.147482014,0.162162162,0.222222222,0.192307692,0.204081633,0.120701754,0,0.120577977,0,0.491616766,0
0.178290193,0.135791367,0.135135135,0,0.153846154,0.183673469,0.149473684,0,0.099817306,0,0.460479042,0
0.309432637,0.172482014,0.27027027,0.166666667,0.230769231,0.306122449,0.217192982,0.166666667,0.135940874,0,0.640718563,0
0.261322733,0.089568345,0.216216216,0.111111111,0.153846154,0.255102041,0.171929825,0.166666667,0.120162764,0,0.700598802,0
0.302726273,0.128956835,0.216216216,0.111111111,0.153846154,0.316326531,0.250175439,0,0.098156452,0,0.598802395,0
0.17677444,0.052338129,0.108108108,0.111111111,0.076923077,0.153061224,0.086666667,0.166666667,0.206527155,0,0.658682635,0
0.18133247,0.146582734,0.054054054,0.166666667,0.038461538,0.142857143,0.089824561,0.166666667,0.190749045,0,0.54491018,0
