Molecular Weight?g/mol?,Topological Polar Surface Area,Rotatable Bond Count,Hydrogen Bond Donor Count,Hydrogen Bond Acceptor Count,Heavy Atom Count,Complexity,Covalently-Bonded Unit Count,Melting Point,,y,
0.215654836,0.230215827,0.297297297,0,0.307692308,0.173469388,0.119649123,0,0.014947683,0,0.584431138,0
0.331055276,0.115107914,0.351351351,0.055555556,0.230769231,0.326530612,0.212631579,0.166666667,0.033383159,0,0.67005988,0
0.227770809,0.334532374,0.108108108,0.277777778,0.423076923,0.214285714,0.16877193,0,0.208188009,0,0.380239521,0
0.302074306,0.061330935,0.378378378,0,0.076923077,0.316326531,0.244210526,0,0.029231025,0,1,0
0.39243502,0.523381295,0.216216216,0.166666667,0.5,0.357142857,0.392982456,0.166666667,0.141338648,0,0.341317365,0
0.22279058,0.022482014,0.216216216,0.055555556,0.076923077,0.204081633,0.091929825,0.166666667,0.045009135,0,0.724550898,0
0.347971971,0.131115108,0.189189189,0.055555556,0.153846154,0.37755102,0.291578947,0,0.23019432,0,0.904191617,0
0.345731012,0.397482014,0.189189189,0.277777778,0.346153846,0.336734694,0.315789474,0.166666667,0.216077064,0,0.251497006,0
0.092695736,0.118345324,0,0.111111111,0.076923077,0.091836735,0.096491228,0.166666667,0.303271882,0,0.410179641,0
0.457165075,0.449640288,0.324324324,0.277777778,0.538461538,0.448979592,0.375438596,0.166666667,0.169988374,0,0.556886228,0
0.352580263,0.192446043,0.216216216,0.055555556,0.269230769,0.346938776,0.368421053,0,0.111028068,0,0.520958084,0
0.371633804,0.314748201,0.108108108,0.111111111,0.461538462,0.367346939,0.270175439,0.166666667,0.253031058,0,0.568862275,0
0.193319916,0.232014388,0.054054054,0,0.307692308,0.183673469,0.124210526,0.166666667,0.214831423,0,0.449101796,0
0.089212591,0.016546763,0,0,0.038461538,0.091836735,0.05754386,0,0.013868128,0,0.607185629,0
0.034553571,0.06528777,0,0,0.076923077,0.020408163,0.010175439,0,0.027985384,0,0.362275449,0
0.109285011,0.137769784,0.081081081,0.222222222,0.230769231,0.081632653,0.04877193,0,0.172894868,0,0.425149701,0
0.185517844,0.134532374,0.324324324,0,0.153846154,0.163265306,0.087368421,0.166666667,0.183275203,0,0.538922156,0
0.330036397,0.332733813,0.405405405,0.444444444,0.346153846,0.326530612,0.184912281,0.166666667,0.095665172,0,0.640718563,0
0.597439375,0.40647482,0.378378378,0.222222222,0.653846154,0.591836735,0.50877193,0,0.171234014,0,0.626347305,0
0.133379814,0.04676259,0.027027027,0.111111111,0.038461538,0.12244898,0.063157895,0.166666667,0.26175054,0,0.658682635,0
0.341029377,0.31294964,0.243243243,0.277777778,0.384615385,0.295918367,0.230877193,0,0.130543099,0,0.57245509,0
0.30115595,0.368705036,0.216216216,0.111111111,0.346153846,0.275510204,0.263157895,0.166666667,0.150473343,0,0.441916168,0
0.379540707,0.276978417,0.297297297,0.111111111,0.384615385,0.397959184,0.34,0,0.160023252,0,0.796407186,0
0.569356656,0.39028777,0.135135135,0.333333333,0.576923077,0.581632653,0.614035088,0,0.1645906,0,0.604790419,0
0.498195241,0.39028777,0.459459459,0.166666667,0.423076923,0.5,0.385964912,0.166666667,0.162099319,0,0.670658683,0
0.321351153,0.285971223,0.135135135,0.333333333,0.346153846,0.326530612,0.219649123,0.166666667,0.239329015,0,0.640718563,0
0.398969776,0.20323741,0.405405405,0,0.269230769,0.387755102,0.300701754,0.166666667,0.138016941,0,0.820359281,0
0.364842713,0.145683453,0.27027027,0.222222222,0.192307692,0.367346939,0.237894737,0.166666667,0.130958313,0,0.778443114,0
0.449950348,0.339928058,0.162162162,0.166666667,0.538461538,0.448979592,0.38245614,0,0.215246637,0,0.517365269,0
0.123276468,0.036330935,0.054054054,0.055555556,0.076923077,0.112244898,0.050877193,0.166666667,0.147566849,0,0.266467066,0
0.11668068,0.005755396,0.108108108,0.055555556,0.038461538,0.071428571,0.015333333,0.166666667,0.103139013,0,0.49760479,0
0.240146707,0.242805755,0.054054054,0.222222222,0.230769231,0.234693878,0.069122807,0.333333333,0.078641422,0,0.537724551,0
0.455144549,0.341726619,0.27027027,0.277777778,0.346153846,0.43877551,0.323508772,0.166666667,0.303139013,0,0.80239521,0
0.148006724,0.232014388,0.054054054,0,0.307692308,0.142857143,0.094035088,0,0.070752367,0,0.521556886,0
0.379573019,0.181654676,0.162162162,0.111111111,0.307692308,0.37755102,0.092982456,0.666666667,0.153379837,0,0.628742515,0
0.344964878,0.099280576,0.162162162,0.166666667,0.307692308,0.306122449,0.190877193,0.333333333,0.199468527,0,0.704191617,0
0.232985833,0.170503597,0.351351351,0.166666667,0.192307692,0.234693878,0.151578947,0,0.108536788,0,0.634730539,0
0.385611618,0.293165468,0.297297297,0.166666667,0.384615385,0.367346939,0.29122807,0.166666667,0.160853679,0,0.622754491,0
0.23793016,0.131834532,0.054054054,0.055555556,0.307692308,0.244897959,0.22245614,0,0.223550905,0,0.419760479,0
0.3335418,0.17823741,0.108108108,0.055555556,0.346153846,0.336734694,0.375438596,0,0.269224381,0,0.634131737,0
0.210997719,0.005755396,0,0.055555556,0.038461538,0.214285714,0.148421053,0.166666667,0.106170071,0,0.723952096,0
0.319360066,0.196043165,0.189189189,0.055555556,0.192307692,0.275510204,0.143157895,0.166666667,0.144660355,0,0.844311377,0
0.526512755,0.271582734,0.324324324,0.277777778,0.384615385,0.540816327,0.331578947,0.166666667,0.172894868,0,0.604790419,0
0.503876982,0.419064748,0.189189189,0.388888889,0.461538462,0.520408163,0.473684211,0.166666667,0.189918618,0,0.562874251,0
0.319086498,0.174280576,0.189189189,0.166666667,0.461538462,0.306122449,0.186315789,0.166666667,0.202375021,0,0.669461078,0
0.392542006,0.410071942,0.27027027,0.555555556,0.461538462,0.37755102,0.108421053,0.333333333,0.13552566,0,0.526946108,0
0.307246966,0.185251799,0.081081081,0.166666667,0.269230769,0.306122449,0.304210526,0.166666667,0.191579472,0,0.491017964,0
0.15632362,0.130755396,0.108108108,0.277777778,0.153846154,0.142857143,0.065614035,0.166666667,0.162099319,0,0.526946108,0
0.253815052,0.294964029,0.189189189,0.111111111,0.346153846,0.214285714,0.209824561,0,0.121408404,0,0.335329341,0
0.464430781,0.329136691,0.27027027,0.222222222,0.461538462,0.459183673,0.152280702,0.333333333,0.111028068,0,0.552694611,0
0.230382988,0.201438849,0.243243243,0.166666667,0.269230769,0.204081633,0.121754386,0.166666667,0.070337153,0,0.459281437,0
0.193617897,0.194244604,0.054054054,0.222222222,0.230769231,0.173469388,0.149473684,0.166666667,0.15266567,0,0.359281437,0
0.373816603,0.210431655,0.054054054,0.166666667,0.346153846,0.397959184,0.139298246,0.333333333,0.175435974,0,0.592814371,0
0.117891272,0.105035971,0,0,0.115384615,0.12244898,0.102807018,0,0.210264076,0,0.438922156,0
0.153801912,0.253597122,0.054054054,0.222222222,0.192307692,0.153061224,0.134736842,0,0.202790234,0,0.233532934,0
0.191366885,0.217625899,0.189189189,0,0.153846154,0.142857143,0.070526316,0,0.071998007,0,0.675449102,0
0.394271013,0.217625899,0.216216216,0.277777778,0.384615385,0.367346939,0.299649123,0.666666667,0.172064441,0,0.526946108,0
0.330732164,0.239208633,0.189189189,0.166666667,0.192307692,0.326530612,0.314035088,0,0.184520844,0,0.652694611,0
0.209516431,0.089568345,0,0.111111111,0.153846154,0.204081633,0.173333333,0.166666667,0.233931241,0,0.497005988,0
0.123276468,0.058093525,0.081081081,0.166666667,0.115384615,0.112244898,0.04245614,0.333333333,0.111443282,0,0.496407186,0
0.259409912,0.063848921,0.189189189,0,0.115384615,0.244897959,0.182807018,0,0.040857,0,0.832335329,0
0.28899546,0.329136691,0.243243243,0.222222222,0.461538462,0.275510204,0.150526316,0.166666667,0.18036871,0,0.552694611,0
0.255223101,0.264388489,0.216216216,0.333333333,0.307692308,0.255102041,0.126666667,0.166666667,0.13552566,0,0.526946108,0
0.271399512,0.017086331,0.108108108,0,0.115384615,0.275510204,0.190175439,0.166666667,0.191164258,0,0.633532934,0
0.002877849,0.072841727,0,0.111111111,0.076923077,0,0,0,0.197807673,0,0.446706587,0
0.411967485,0.251798561,0.459459459,0.333333333,0.307692308,0.428571429,0.220701754,0.166666667,0.075734928,0,0.694610778,0
0.201337395,0.139208633,0.27027027,0.055555556,0.153846154,0.193877551,0.067368421,0.333333333,0.116425843,0,0.607784431,0
0.246542884,0.177517986,0.054054054,0.166666667,0.269230769,0.265306122,0.32,0,0.109367215,0,0.653892216,0
0.291175387,0.201438849,0.27027027,0.111111111,0.230769231,0.306122449,0.213333333,0,0.109367215,0,0.790419162,0
0.485123576,0.181654676,0.297297297,0,0.346153846,0.479591837,0.392982456,0,0.150639429,0,0.782035928,0
0.300193795,0.033273381,0.324324324,0,0.115384615,0.295918367,0.163508772,0.166666667,0.157531971,0,0.664670659,0
0.208247679,0,0.081081081,0,0,0.163265306,0.087017544,0,0.076565355,0,0.80239521,0
0.225378346,0.09118705,0.297297297,0.166666667,0.153846154,0.214285714,0.100350877,0.166666667,0.071582794,0,0.611377246,0
0.218514016,0.264388489,0.108108108,0.166666667,0.307692308,0.224489796,0.265614035,0,0.31157615,0,0.419161677,0
0.304759723,0.379496403,0.243243243,0.277777778,0.461538462,0.316326531,0.247017544,0,0.174555722,0,0.332335329,0
0.39489785,0.370503597,0.135135135,0.388888889,0.461538462,0.387755102,0.342807018,0.166666667,0.298729447,0,0.413173653,0
