"Molecular..Weight","XLogP3","Hydrogen.Bond..Donor.Count","Hydrogen.Bond..Acceptor.Count","Rotatable.Bond..Count","Topological.Polar..Surface.Area","Heavy.Atom.Count","Complexity","logS","Amount.mg.","Type","Amount.mg..1","Type.1","Amount.mg..2","Binder","Amount.mg..3","Disintegrant","Amount.mg..4","Disintegrant.1","Amount.mg..5","Lubricant","Amount.mg..6","Lubricant.1","Amount.mg..7","Solubilzer","Amount.mg..8","y"
0.229601102820507,0.235294117647059,0.5,0.5,0.0833333333333333,0.346784922394679,0.161290322580645,0.13570487483531,0.753323485967504,0.0755007704160247,0.25,0.149044795783926,0,0,0,0,0.666666666666667,0.0625,0,0,0.666666666666667,0.02,0,0,0,0,0.04
0.229601102820507,0.235294117647059,0.5,0.5,0.0833333333333333,0.346784922394679,0.161290322580645,0.13570487483531,0.753323485967504,0.0755007704160247,0.25,0.149868247694335,0,0,0,0,0.666666666666667,0.0625,0,0,0.666666666666667,0.015,0,0,0,0,0.08
0.229601102820507,0.235294117647059,0.5,0.5,0.0833333333333333,0.346784922394679,0.161290322580645,0.13570487483531,0.753323485967504,0.0755007704160247,0.25,0.149868247694335,0,0,0,0,0.666666666666667,0.0625,0,0,0.666666666666667,0.015,0,0,0,0,0.06
0.229601102820507,0.235294117647059,0.5,0.5,0.0833333333333333,0.346784922394679,0.161290322580645,0.13570487483531,0.753323485967504,0.0755007704160247,0.25,0.153162055335968,0,0,0,0,0.666666666666667,0.0416666666666667,0,0,0.666666666666667,0.02,0,0,0,0,0.08
0.229601102820507,0.235294117647059,0.5,0.5,0.0833333333333333,0.346784922394679,0.161290322580645,0.13570487483531,0.753323485967504,0.0755007704160247,0.25,0.146574440052701,0,0,0,0,0.666666666666667,0.0833333333333333,0,0,0.666666666666667,0.01,0,0,0,0,0.06
0.229601102820507,0.235294117647059,0.5,0.5,0.0833333333333333,0.346784922394679,0.161290322580645,0.13570487483531,0.753323485967504,0.0755007704160247,0.25,0.186100131752306,0,0,0,0,0.666666666666667,0.0416666666666667,0,0,0.666666666666667,0.02,0,0,0,0,0.08
0.229601102820507,0.235294117647059,0.5,0.5,0.0833333333333333,0.346784922394679,0.161290322580645,0.13570487483531,0.753323485967504,0.0755007704160247,0.25,0.145750988142292,0,0,0,0,0.666666666666667,0.0833333333333333,0,0,0.666666666666667,0.015,0,0,0,0,0.12
0.229601102820507,0.235294117647059,0.5,0.5,0.0833333333333333,0.346784922394679,0.161290322580645,0.13570487483531,0.753323485967504,0.0755007704160247,0.25,0.153162055335968,0,0,0,0,0.666666666666667,0.0416666666666667,0,0,0.666666666666667,0.015,0,0,0,0,0.04
0.229601102820507,0.235294117647059,0.5,0.5,0.0833333333333333,0.346784922394679,0.161290322580645,0.13570487483531,0.753323485967504,0.0755007704160247,0.25,0.145750988142292,0,0,0,0,0.666666666666667,0.0833333333333333,0,0,0.666666666666667,0.015,0,0,0,0,0.04
0.311152928819938,0.341176470588235,0,0,0.166666666666667,0.121064301552106,0.354838709677419,0.396574440052701,0.69423929098966,0.0231124807395994,0.25,0.0741106719367589,0.5,0.115419847328244,0,0,0.666666666666667,0.125,0,0,0.333333333333333,0.015,0,0,0,0,0.1
